"dist1","dist2","dist3","dist4","dist5"
18.72,22.67,24.8,1.455,1.6
22.67,7.12666666666667,1.455,3.06,15.33
1.868,1.68454545454545,76.88,7.2,1.43
8.03,1.43,1.43,9.93,24.05
10.64,7.33,13.11,15.28,4.52
1.84,5.79,13.11,5.79,15.28
1.03,2.48,5.76,8.45,2.3225
1.51,8.22,1.93666666666667,7.2,6.72
17.55,5.115,5.115,5.11,3.81
5.115,3.81,2.86,1.845,6.1
2.756,17.55,30.75,5.22,7.11
6.75,0.69,2.87666666666667,6.78666666666667,1.53
11.59441894,2.812614789,2.309085157,12.15716182,12.78194435
2.715,4.33,5.6575,3.23,1.2
1.91,1.2,3.23,1.74666666666667,5.6575
2.62333333333333,1.2,3.98,5.6575,2.715
5.6575,1.74666666666667,1.91,5.6575,3.23
5.6575,3.98,2.79,7.285,3.23
2.11,2.3225,6.75,6.75,29.62
10.89,3.06,15.33,7.2,7.76
3.995,18.72,4.805,1.68454545454545,9.93
5.74,1.68454545454545,24.05,1.455,9.93
15.33,3.995,18.72,3.995,1.43
1.6,0.695,4.9,1.68454545454545,4.75
1.68454545454545,4.9,1.6,18.72,1.868
7.76,1.68454545454545,24.8,10.89,5.74
9.93,1.43,18.72,6.545,7.76
4.56,15.5,4.34,15.5,4.38
7.37,3.15,4.34,16.11,3.725
4.38,4.38,4.34,4.77,144.66
16.11,4.44,4.56,4.44,2.73
15.5,1,4.44,4.34,7.37
2.73,4.38,1,4.34,3.15
1.6,1.43,1.455,8.03,24.05
9.93,7.76,3.06,4.805,24.8
8.03,7.12666666666667,3.06,1.868,2.62142857142857
4.10251423,2.255375522,6.689688286,4.10251423,1.400445089
5.95,2.755,55.95,2.04,2.755
4.705,1.67,2.04,5.75666666666667,1.71
2.04,1.16,2.75,2.755,7.05
7.62,4.01666666666667,6.335,4.705,5.95
1.16,7.62,2.21,55.95,4.01666666666667
8.73,2.11,2.48,7.815,2.87666666666667
2.11,8.45,6.75,2.87666666666667,0.69
6.75,7.815,29.62,2.11,1.03
6.75,6.78666666666667,1.03,2.11,1.53
5.76,1.03,2.11,2.3225,2.55
2.11,8.45,29.62,1.19666666666667,2.87666666666667
0.964393792,6.164875404,6.664379036,4.10251423,6.588315653
7.87,3.7,2.756,3.55,3.81
5.115,17.55,7.11,3.55,2.71
2.756,7.08,7.11,30.75,5.115
7.115,2.33,8.44,0.16,2.22714285714286
2.22714285714286,2.7,2.22714285714286,4.24,2.33
2.22714285714286,0.24,7.115,2.22714285714286,4.24
0.92,4.24,2.33,2.22714285714286,2.67
8.44,1.93,2.22714285714286,0.92,0.68
2.22714285714286,7.115,2.67,8.19,8.44
2.91,0.27,2.91,5.5425,3.84
3.84,5.5425,8.06,0.27,2.91
0.24,4.1,2.105,1.07857142857143,1.81
6.38,2.68,3.26,1.07857142857143,2.105
7.76,7.12666666666667,1.455,1.68454545454545,1.68454545454545
24.05,2.62142857142857,4.805,7.76,3.06
8.09666666666667,8.09666666666667,7.47,5.89,0.28
4.33,5.6575,2.715,3.98,4.33
2.715,3.98,2.79,2.62333333333333,3.23
2.715,2.715,7.285,2.62333333333333,1.2
10.89,24.8,4.805,7.12666666666667,4.75
0.24,4.94,6.38,1.07857142857143,3.26
3.26,4.94,7.78,8.71,1.81
1.07857142857143,1.81,1.07857142857143,3.26,6.38
0.24,4.94,7.78,6.38,8.71
8.78,8.59,4.52,6.9,10.04
5.69,4.52,8.59,8.78,5.34
6.38,51.36,5.39,2.68,4.94
7.78,1.81,4.1,2.105,5.39
5.62,3.99,9.67,3.99,4.93
16.00616455,12.01436478,4.904636293,2.780918089,9.439364638
2.68,3.26,6.38,8.71,4.94
1.07857142857143,30.66,2.68,1.81,1.81
51.36,1.81,5.39,3.26,8.71
2.57,0.28,8.68,2.575,6.38
3.583482067,9.938915265,4.527861008,10.42865812,0
1.51,8.22,1.93666666666667,8.22,6.72
2.44,0.62625,15.8,10.44,4.13
1.35,0.62625,0.555,0.62625,15.8
5,5,5,5,5
5.74,1.868,76.88,15.33,3.995
1.68454545454545,6.545,4.805,6.86666666666667,7.12666666666667
1.455,6.86666666666667,6.86666666666667,2.62142857142857,4.805
1.10333333333333,4,2.65,23.02,4.76
10.025,1.10333333333333,1.45,10.025,23.02
8.4,32.42,9.205,4.84875,9.205
7.732143087,9.242868899,7.572259382,9.569892195,7.590189862
10.85842671,8.99261935,6.679301346,8.360180657,3.749056725
9.272672241,3.522958163,7.572259382,5.828147819,5.009757783
6.335,2.755,4.01666666666667,4.83333333333333,5.95
5.98,4.01666666666667,2.91,1.71,6.335
2.052,2.65,2.65,4.76,10.025
4,3.02,2.07,2.65,23.02
2.52,33.02,2.52,8.075,7.41
16.23,25,8.995,25,7.88
2.26444444444444,7.27,8.995,2.26444444444444,1.298
8.13,2.26444444444444,3.275,1.654,3.23
3.275,2.52,6.705,25,7.41
5,5,5,5,5
2.62142857142857,3.06,22.67,7.76,24.05
6.86666666666667,4.805,6.545,1.68454545454545,4.9
7.424961357,3.432058487,8.453651596,13.36673336,4.594973311
8.453651596,6.576398413,12.37709713,8.658349295,20.67420203
2.87,8.995,1.654,33.02,8.13
7.88,0.69,7.41,2.87,6.645
5.93666666666667,7.27,2.87,6.97,6.28
1.91,5.6575,7.285,2.79,3.98
2.79,2.715,7.285,5.6575,5.6575
3.98,1.91,7.285,4.33,1.91
1.91,5.6575,1.74666666666667,3.98,3.98
2.62333333333333,4.33,2.715,1.2,2.62333333333333
1.91,1.91,2.715,7.285,1.74666666666667
7.285,5.6575,2.62333333333333,4.33,2.715
1.74666666666667,2.715,5.6575,1.91,2.79
4.33,1.2,1.91,5.6575,2.79
6.26,4.49,3.865,9.37,3.24
4.13,3.315,6.26,6.23,9.37
32.42,32.42,9.205,6.57,6.01
23.02,1.10333333333333,10.025,13.28,2.07
5.96,7.83,7.58,5.96,8.01
8.01,5.96,2.06,7.83,7.83
51.36,2.105,30.66,3.26,0.24
1.81,7.78,3.26,8.71,5.39
4.1,2.68,2.105,30.66,7.78
51.36,0.24,4.1,4.94,1.81
2.50666666666667,2.18,4.62,2.50666666666667,6.95
2.50666666666667,2.18,4.62,2.50666666666667,6.95
1.576434369,1.15580566,4.4249243,0.469473223,4.856512059
3.27,3.77,4.86,3.27,2.37
12.09,3.27,5.19,4.86,3.27
2.34,3.27,4.86,12.09,3.27
3.317043331,9.200323246,1.932217196,1.870485966,6.042553865
1.932217196,0.536185671,2.392467591,1.348154215,2.632569795
1.932217196,6.064122209,6.72807473,11.35882294,12.66439993
3.317043331,12.66439993,2.726320173,1.932217196,1.127839211
11.32098147,8.92647771,3.291623222,1.932217196,3.782376979
0.737142857142857,34.28,2.29,11.38,7.82333333333333
5.495,2.31333333333333,5.49,0.737142857142857,7.53
5.49,9.75,5.495,1.745,11.38
0.737142857142857,7.01,3.31,9.75,11.73
1.745,5.49,3.31,9.75,11.38
2.06,2.06,7.83,8.24,8.24
3.66,3.77,3.66,2.37,2.34
5.35333333333333,5.62,9.67,2.475,5.58
12.09,4.86,5.19,12.09,2.37
8.24,8.24,5.96,7.58,2.06
2.06,7.83,7.58,2.06,8.01
2.95,2.492,7.1,2.492,3.375
3.19,0.5,7.1,3.19,2.492
3.19,7.1,2.492,2.95,3.375
3.375,6.37,0.5,7.1,3.19
0.5,7.1,2.95,3.19,6.37
3.06,2.29,5.24,7.01,5.03
2.31333333333333,9.75,11.38,2.31333333333333,2.29
34.28,2.31333333333333,9.75,5.49,5.03
2.31333333333333,11.73,7.01,4.99,0.737142857142857
1.745,5.49,4.99,34.28,9.75
3.315,4.13,7.24,4.13,3.865
3.048904118,7.091089422,11.47478465,8.518904607,9.814055512
13.69095258,8.518904607,15.48603328,12.74532813,12.95892163
5,5,5,5,5
4.77,4.77,4.34,4.44,1
5.58,2.475,5.62,3.99,4.93
9.267004753,6.105646042,10.36112714,6.537658179,9.316387344
1.539890559,3.027887366,7.680055401,3.500910557,4.158247675
7.27,8.13,7.41,6.645,2.87
7.395,0.69,8.075,1.298,6.645
4.49,7.24,6.26,3.865,4.13
5.58,2.475,2.475,4.93,3.99
5,7.059192142,17.36032925,8.094719539,17.12837351
13.01380068,8.341487366,17.52004731,5,14.97788466
16.49625739,5,12.40303017,5.085614611,17.52004731
8.51,1.60333333333333,48.02,1.60333333333333,1.60333333333333
9.75,7.82333333333333,5.49,2.29,0.737142857142857
3.31,5.495,5.03,7.82333333333333,5.03
26.03,9.89333333333333,5.5,3.765,9.89333333333333
9.89333333333333,2.76,9.31,5.5,4.41
4.6,30.66,1.22,7.81,2.76
9.89333333333333,7.81,5.5,9.31,4.41
1.22,9.89333333333333,7.4,7.81,2.76
3.06,0.21,6.19,34.28,5.495
0.737142857142857,0.737142857142857,5.24,7.82333333333333,5.495
7.47,76.82,8.09666666666667,7.47,0.28
0.28,7.47,4.45,5.89,5.89
8.09666666666667,10.74,76.82,11.83,4.45
10.74,7.47,4.45,7.47,5.89
0.28,4.45,0.28,8.09666666666667,11.83
26.03,4.41,5.5,30.66,9.89333333333333
9.31,9.31,5.5,7.4,2.76
30.66,2.76,4.41,30.66,9.89333333333333
26.03,4.41,2.76,3.765,30.66
9.31,3.765,30.66,26.03,2.76
4.41,3.765,2.52714285714286,26.03,9.31
30.66,4.41,5.5,4.6,3.765
2.18,2.18,4.62,2.50666666666667,6.95
1.876,4.38,2.46333333333333,3.47,2.73
0.89,3.47,1.876,1.876,2.56
4.56,7.37,1,3.15,4.44
3.725,4.56,3.15,144.66,4.77
3.725,4.77,1,15.5,4.56
5.69,3.23,3.23,29.42,10.04
4.93,3.36,4.55,3.36,4.51
3.725,15.5,16.11,4.44,3.15
3.15,4.34,4.56,16.11,4.56
1,3.725,4.77,16.11,7.37
4.77,4.56,16.11,1,4.34
3.725,4.56,4.77,4.44,7.37
4.56,3.725,4.38,144.66,15.5
4.01666666666667,4.83333333333333,5.98,7.62,1.67
5.84,5.84,25.89,3.36,20.93
4.07,5.84,4.51,6.44,0.43
1.93,0.68,4.24,0.24,0.68
2.98,30.5,0.24,0.16,1.93
0.68,2.67,2.7,1.93,0.92
4.24,2.7,0.92,4.24,8.19
8.4,9.205,9.205,6.57,14.3
6.57,14.3,6.57,32.42,6.01
3.55,6.1,3.81,7.08,3.55
3.585,3.395,1.22333333333333,3.395,3.55
7.39,4.33,8.39,5.02,8.39
14.61,14.61,11.595,8.39,7.39
11.595,7.39,4.33,14.61,5.02
5.843162329,5.074234163,3.649236286,4.021214616,2.511177733
1.03,8.45,6.78666666666667,2.87666666666667,2.87666666666667
2.3225,0.69,7.815,2.87666666666667,1.19666666666667
2.3225,7.815,5.76,0.69,1.19666666666667
1.84,4.55,4.07,4.55,6.44
0.89,0.89,4.38,4.98,2.73
1.876,2.73,1.876,1.94,3.47
9.72291566,5.720690057,5.720690057,7.712297326,7.787808188
7.606961535,6.60310926,5.720690057,6.588315653,8.011688075
9.905308626,11.35416041,5.486643913,4.360346118,5.918213386
4.360346118,14.40016945,6.819677589,4.597829268,7.98411867
2.11,6.78666666666667,6.75,2.48,1.03
1.03,29.62,2.48,6.78666666666667,6.75
2.62666666666667,2.62666666666667,3.04,6.05,7.07333333333333
23.15,1.16666666666667,8.53,6.53,6.05
5.81,3.55,2.3525,5.875,3.585
2.3525,3.585,5.81,5.81,3.55
1.71,2.21,5.98,5.75666666666667,7.05
0,5,7.377210599,7.464555829,4.711823588
1.741592918,5,3.674374706,19.6128285,15.51817851
5.35333333333333,2.475,4.93,5.58,5.62
1.53,5.76,1.03,1.53,8.45
3.375,2.95,3.19,2.95,2.492
6.37,2.95,0.5,3.375,2.492
8.06,4.55,5.38,6.44,4.07
25.89,6.44,8.06,4.55,20.93
11.91869554,5.720690057,13.01380068,7.171526461,0
6.588315653,5.738698833,4.581327643,8.449402183,8.435634702
4.55,3.36,4.93,4.93,4.07
2.48,6.78666666666667,2.11,1.53,29.62
8.45,6.75,2.87666666666667,2.48,29.62
8.06,4.51,0.43,3.36,6.44
4.83333333333333,55.95,5.25,5.25,2.21
8.303034562,9.72291566,7.866783589,0,6.746998704
6.106840097,3.880232186,5.738698833,7.866783589,3.458239493
5.281803318,11.08476155,10.15282646,7.682194184,9.864159232
5.849792662,7.622981744,9.130568501,4.585098699,7.517891424
8.303034562,9.130568501,4.581327643,8.640459584,6.60310926
6.01,6.57,32.42,6.01,9.205
2.62666666666667,2.055,8.53,2.055,23.15
7.98,2.055,2.055,7.07333333333333,8.53
3.04,7.07333333333333,6.05,8.53,9.66666666666667
6.53,9.66666666666667,6.05,8.53,7.07333333333333
1.16666666666667,9.66666666666667,7.98,9.66666666666667,6.53
6.05,7.07333333333333,9.66666666666667,9.66666666666667,2.62666666666667
1.16666666666667,3.04,8.53,3.04,7.07333333333333
6.05,2.62666666666667,3.04,3.04,7.98
6.53,3.04,1.16666666666667,3.04,2.055
2.055,8.53,6.53,9.66666666666667,7.07333333333333
6.53,2.62666666666667,3.04,7.98,8.53
4.84875,6.57,4.84875,6.01,8.4
8.4,4.84875,6.57,4.84875,32.42
14.3,6.57,4.84875,32.42,4.84875
6.57,9.205,4.84875,14.3,8.4
6.57,4.84875,6.01,4.84875,32.42
2.55,5.76,1.19666666666667,0.69,8.45
1.19666666666667,1.53,1.19666666666667,7.815,8.45
1.94,2.01,2.60333333333333,0.485,3.82
2.73,2.01,2.60333333333333,6.83,1.94
0.485,2.60333333333333,3.82,8.05,2.73
3.48,2.60333333333333,6.83,0.61,3.82
4.805,1.868,7.12666666666667,4.9,8.03
4.805,24.8,2.62142857142857,4.805,15.33
3.48,1.94,0.485,8.05,3.82
3.48,0.61,2.73,2.60333333333333,6.83
7.1,3.375,0.5,2.492,6.37
6.57,8.4,4.84875,14.3,6.01
1.10666666666667,2.18,4.62,4.62,6.95
1.10666666666667,2.18,4.62,2.50666666666667,6.95
3.2,10.96,3.2,13.28,12.36
0.475,2.6,2.85,3.2,2.22
1.395,6.2,0.475,2.6,24.17
13.28,23.19,0.475,10.96,24.17
6.2,13.28,4.25,1.27,23.19
2.85,3.2,10.96,12.36,1.54
12.36,10.96,13.28,23.19,0.475
13.06,24.17,2.6,2.22,6.2
2.01,8.39666666666667,9.47,9.47,1.35
5.17,5.17,2.35,0.55,1.28
2.35,4.68,2.01,8.39666666666667,1.28
1.28,5.17,1.35,9.47,0.55
1.35,2.01,1.28,2.75,0.43
8.39666666666667,8.39666666666667,0.55,4.68,86.41
0.55,5.17,1.35,1.35,2.87
2.87,14.65,8.39666666666667,1.35,0.55
2.35,14.65,8.39666666666667,0.55,0.43
86.41,1.35,0.55,5.17,8.39666666666667
1.37,1.35,2.87,5.17,0.43
1.10666666666667,6.95,4.62,2.50666666666667,6.95
1.10666666666667,1.10666666666667,4.62,2.50666666666667,6.95
1.10666666666667,1.10666666666667,4.62,2.50666666666667,6.95
1.68,1.68,6.615,0.68,16.29
6.59,1.68,0.68,0.68,16.29
0.92,2.67,8.19,30.5,0.16
3.06,2.62142857142857,1.868,76.88,1.68454545454545
18.72,1.43,0.695,15.33,1.6
18.72,10.89,22.67,7.2,1.868
7.01,4.99,6.19,9.75,3.31
3.31,5.49,0.737142857142857,6.19,11.38
0.737142857142857,1.745,7.53,11.73,5.495
5.49,7.82333333333333,5.495,9.75,7.53
5.495,11.38,2.29,4.99,2.31333333333333
0.737142857142857,7.82333333333333,5.495,11.73,3.31
0.737142857142857,7.82333333333333,3.31,3.06,34.28
6.19,7.53,7.82333333333333,3.31,4.99
34.28,3.06,6.19,11.38,5.49
2.29,5.49,4.99,0.737142857142857,5.03
7.82333333333333,11.73,7.53,0.21,5.49
5.24,6.19,5.495,7.82333333333333,5.03
5.495,3.31,5.24,0.737142857142857,0.21
0.737142857142857,7.82333333333333,5.03,2.31333333333333,11.73
3.06,1.68454545454545,24.8,3.995,7.2
1.43,4.75,10.89,5.74,1.6
3.06,10.89,15.33,9.93,7.76
2.62142857142857,4.75,1.68454545454545,1.43,15.33
26.03,2.76,1.22,4.41,5.5
4.41,2.52714285714286,9.89333333333333,2.52714285714286,2.76
4.6,9.89333333333333,2.76,2.52714285714286,30.66
1.43,8.03,3.995,1.43,7.12666666666667
8.03,24.05,0.695,7.2,6.86666666666667
1.43,7.12666666666667,6.86666666666667,3.06,1.6
10.89,24.05,7.76,0.695,15.33
6.545,1.43,6.545,1.68454545454545,76.88
4.75,3.995,9.93,18.72,2.62142857142857
1.868,15.33,6.545,5.74,6.86666666666667
4.805,4.75,15.33,1.43,24.05
5.74,24.05,7.2,7.76,4.9
8.03,22.67,5.74,22.67,6.545
4.6,0,9.31,9.81,7.81
5.5,4.41,9.81,4.6,3.765
4.41,30.66,3.765,4.6,7.81
7.81,9.81,5.5,3.765,9.31
2.22,13.28,0.475,2.6,2.85
12.36,2.85,24.17,1.395,10.96
2.85,2.22,23.19,12.36,10.96
5.11,33.02,2.87,2.52,8.13
4.68,1.37,0.43,2.35,2.01
2.01,2.01,1.28,1.35,0.55
33.02,11.12,2.52,7.41,6.97
25,5.11,2.87,7.41,0.69
11.12,8.995,8.075,6.97,5.93666666666667
3.23,2.52,1.654,7.41,11.12
2.52,7.26,6.645,7.395,6.73
7.26,33.02,5.93666666666667,2.87,1.654
4.565,1.298,5.11,3.23,7.395
6.705,4.565,11.12,6.97,3.23
2.87,1.298,8.075,3.275,8.075
2.87,8.075,11.05,1.654,1.298
7.395,11.05,2.26444444444444,1.298,1.654
7.395,2.52,1.654,16.23,0.69
3.79333333333333,33.02,2.26444444444444,11.05,2.52
5.93666666666667,4.565,6.645,7.26,25
7.82333333333333,5.495,7.82333333333333,0.21,1.745
0.737142857142857,2.29,11.38,7.01,11.38
8.995,11.05,7.27,7.41,8.075
5.93666666666667,6.28,16.23,2.26444444444444,4.565
3.79333333333333,2.87,7.88,3.23,5.11
1.298,6.73,6.73,3.79333333333333,3.275
33.02,7.27,6.97,6.28,16.23
8.13,6.73,16.23,7.395,7.88
7.88,6.97,8.075,11.05,5.11
6.73,2.26444444444444,6.645,7.395,6.705
6.705,6.645,0.69,7.395,2.87
2.575,6.38,9.61,2.57,2.575
8.68,6.38,2.57,2.575,2.575
3.23,1.654,2.87,1.298,7.88
8.13,3.275,2.52,7.41,7.395
1.654,25,0.69,8.075,7.27
1.298,11.05,1.298,8.13,2.26444444444444
8.995,2.87,1.298,11.12,7.41
11.12,5.11,7.27,2.87,6.705
8.995,1.654,3.79333333333333,6.645,7.27
4.99,5.495,7.01,6.19,5.49
3.06,7.01,6.19,5.49,3.06
2.52,11.12,7.27,2.87,16.23
3.79333333333333,6.28,3.23,1.654,6.645
3.79333333333333,6.705,33.02,3.275,8.13
1.60333333333333,13.3,48.02,1.60333333333333,1.60333333333333
13.3,1.60333333333333,0.5375,8.51,1.60333333333333
13.3,0.5375,0.5375,48.02,1.60333333333333
3.2,6.2,1.54,13.28,1.27
10.96,1.395,6.2,12.36,0.475
1.54,1.27,3.2,13.28,24.17
8.995,1.298,2.87,3.275,11.05
8.075,7.26,25,8.13,6.73
11.12,3.79333333333333,16.23,7.88,3.79333333333333
2.26444444444444,3.275,8.995,4.565,11.05
6.705,33.02,11.12,3.23,2.87
7.27,6.705,7.88,1.298,6.73
6.645,4.565,11.12,3.23,6.73
1.51,1.51,1.93666666666667,7.2,6.72
1.93666666666667,8.22,1.93666666666667,7.2,6.72
5.49,5.495,0.21,11.38,2.31333333333333
0.737142857142857,11.73,11.73,3.31,0.21
5.03,3.06,11.38,0.737142857142857,7.82333333333333
2.29,7.01,0.21,3.06,5.49
7.1,6.37,2.492,3.19,0.5
9.47,5.17,1.37,1.37,2.75
6.23,3.24,3.315,3.865,3.81
3.24,3.865,3.81,4.13,3.94
4.52,1.84,15.28,10.64,5.79
1.84,4.52,7.33,10.64,13.11
10.64,13.11,15.28,4.52,7.33
1.84,10.64,5.79,15.28,7.33
1.3975,4.38,0.495,1.6,2.77
1.6,4.38,0.495,1.6,2.77
1.3975,4.38,0.495,1.6,2.77
2.6,3.2,2.22,6.2,1.395
2.6,4.25,13.06,2.22,1.395
0.595799091,6.398796459,2.171150848,2.003364369,13.99070092
11.81723134,2.632569795,6.813871451,2.003364369,4.401087635
5.84998061,11.98763326,1.932217196,1.108311168,12.72757417
5.764014134,3.669058326,5.063851111,0.690124967,1.312657941
5.589787017,0.953426442,5.753426442,0.995126949,1.673271856
0,0.469473223,2.003364369,1.906584603,2.429799826
5,5,5,5,5
5,5,5,5,5
5,5,5,5,5
9.039872119,6.574131683,7.007200417,12.57539295,4.655645195
8.360180657,9.820025576,11.13603697,6.537658179,3.108896381
10.22655288,11.31625681,8.360180657,8.948043406,6.105646042
6.12,4.36,3.655,6.12,4.685
3.94,6.26,6.23,4.13,3.81
7.24,3.24,3.315,6.23,4.13
10.96,0.475,1.27,2.22,13.28
2.85,0.475,10.96,1.54,1.395
3.2,1.395,0.475,24.17,1.395
7.33,1.84,15.28,10.64,4.52
4.52,5.79,13.11,7.33,13.11
2.82,1.465,3.94666666666667,4.39,4.35
10.64,4.52,15.28,13.11,1.84
13.11,4.52,10.64,15.28,5.79
1.84,13.11,7.33,4.52,5.79
11.25576698,11.94723808,9.174908299,4.375685142,11.27094624
2.34,12.09,5.19,3.66,3.77
2.34,3.27,3.66,3.77,2.37
6.12,4.36,4.685,4.24,4.685
6.12,4.24,3.655,4.24,4.685
8.19,0.68,7.115,7.115,2.33
4.24,8.19,2.7,0.16,2.33
8.19,2.33,0.68,7.115,0.24
2.33,0.16,4.24,8.19,8.44
14.61,14.61,4.33,5.02,8.39
3.345128482,3.58779224,15.70365669,3.123315136,13.12110511
2.348355453,3.596231232,0.782128338,4.223940192,5.161364338
4.651966696,3.58779224,1.844558831,5.937259435,4.891802529
10.89668163,12.51659358,0.782128338,3.123315136,8.640459584
6.59,6.59,6.615,0.68,16.29
6.615,1.68,6.615,0.68,16.29
