"tt1","tt2","tt3","tt4","tt5","tt6","tt7","tt8","tt9","tt10"
47.3831507,60.2731507,52.2331507,94.3431507,24.7331507,0.1331507,26.0031507,117.7431507,325.3431507,36.5631507
50.2131507,94.8631507,35.2331507,82.7931507,25.5331507,187.9131507,13.7331507,50.8531507,0.1331507,57.9131507
325.3431507,47.3831507,92.8531507,24.7331507,94.3431507,0.1331507,42.2631507,40.2531507,131.2931507,84.4531507
35.2331507,117.8931507,48.8331507,85.3131507,155.3131507,85.9531507,58.4131507,50.3031507,0.1331507,88.8431507
0.1331507,82.7931507,93.1131507,325.3331507,68.2531507,121.3931507,32.7131507,130.0631507,52.5531507,42.3831507
52.2331507,224.3431507,50.6031507,325.3431507,60.2731507,117.7431507,26.0031507,47.3831507,92.8531507,84.4531507
48.7131507,85.9531507,59.2631507,66.5431507,256.3131507,88.1331507,48.8331507,75.6431507,0.1331507,85.3131507
42.3831507,130.0631507,224.3331507,93.5031507,82.7931507,117.8931507,325.3331507,117.7331507,93.1131507,52.5531507
71.6631507,58.4131507,117.8931507,88.8431507,35.2331507,48.8331507,48.7131507,88.1331507,85.9531507,59.2631507
213.5931507,88.8131507,124.8231507,121.3931507,103.2131507,106.9931507,73.2531507,62.7631507,0.1331507,91.6331507
25.5331507,64.6131507,94.8631507,24.1631507,40.5431507,13.7331507,38.7331507,50.8531507,187.9131507,36.5631507
58.4131507,59.2631507,155.3131507,50.3031507,117.8931507,85.9531507,85.3131507,60.6331507,48.8331507,66.5431507
36.5631507,52.5531507,130.0631507,70.4131507,68.2531507,42.3831507,117.8931507,121.3931507,224.3331507,325.3331507
56.8631507,56.6831507,24.3131507,59.8531507,36.5631507,56.8831507,45.2331507,88.8431507,64.6131507,81.3031507
121.3931507,36.5631507,82.7931507,58.7631507,224.3331507,117.7331507,92.8531507,0.1331507,130.0631507,93.1131507
56.8831507,56.8631507,56.6831507,59.8531507,288.9031507,45.2331507,24.3131507,85.1731507,84.4531507,93.6331507
325.3331507,70.4131507,36.5631507,121.3931507,93.1131507,92.8531507,42.3831507,0.1331507,224.3331507,32.7131507
32.7131507,36.5631507,0.1331507,117.8931507,130.0631507,121.3931507,117.7331507,68.2531507,93.1131507,52.5531507
85.9531507,71.6631507,88.8431507,0.1331507,256.3131507,66.5431507,48.7131507,48.8331507,155.3131507,117.8931507
48.8331507,155.3131507,58.4131507,48.7131507,85.9531507,256.3131507,75.6431507,59.2631507,71.6631507,35.2331507
60.2731507,84.4531507,94.3431507,131.2931507,71.6631507,40.2531507,24.7331507,42.2631507,92.8531507,224.3431507
103.2131507,213.5931507,62.7631507,124.8231507,88.8131507,314.5931507,106.9931507,58.4131507,121.3931507,91.6331507
39.3931507,59.2631507,45.2331507,61.4531507,293.6731507,24.1631507,62.7631507,86.0731507,0.1331507,26.1831507
95.6231507,124.8231507,98.4031507,196.6231507,108.4631507,130.0631507,66.5431507,17.9631507,94.8631507,37.0831507
325.3331507,32.7131507,130.0631507,93.1131507,52.5531507,36.5631507,117.8931507,121.3931507,68.2531507,42.3831507
32.6831507,297.9331507,35.6731507,26.1831507,32.7131507,196.9331507,102.6631507,24.3131507,65.7131507,85.3131507
93.5031507,58.7631507,70.4131507,93.1131507,92.8531507,325.3331507,117.8931507,36.5631507,42.3831507,32.7131507
13.7331507,64.6131507,25.5331507,288.9131507,50.8531507,24.1631507,36.5631507,187.9131507,82.7931507,53.0331507
102.6631507,93.6331507,17.9631507,0.1331507,196.6231507,115.9331507,141.2531507,96.6531507,131.2931507,95.6231507
86.0731507,48.7131507,107.2031507,81.3131507,90.3331507,128.9231507,106.9931507,103.6031507,117.7431507,17.9631507
94.8631507,102.6631507,95.6231507,115.9331507,37.0831507,131.2931507,124.8231507,66.5431507,108.4631507,17.9631507
106.7331507,207.7331507,107.2031507,84.3231507,94.9131507,86.0731507,117.7431507,106.9931507,0.1331507,128.9231507
25.5331507,68.2531507,0.1331507,25.4531507,15.6531507,27.6331507,210.2031507,103.6031507,60.6331507,24.7331507
42.3831507,93.5031507,52.5531507,32.7131507,117.8931507,68.2531507,92.8531507,36.5631507,121.3931507,58.7631507
86.0731507,117.7331507,48.7131507,106.9931507,17.9631507,81.3131507,106.7331507,107.2031507,90.3331507,81.3031507
50.3031507,71.6631507,256.3131507,48.7131507,66.5431507,60.6331507,88.1331507,155.3131507,85.3131507,35.2331507
81.3031507,17.9631507,94.9131507,103.6031507,0.1331507,81.3131507,86.0731507,48.7131507,24.7531507,107.2031507
66.5431507,117.8931507,256.3131507,35.2331507,85.3131507,75.6431507,0.1331507,155.3131507,60.6331507,85.9531507
81.3131507,48.7131507,103.6031507,86.0731507,117.7331507,90.3331507,94.9131507,0.1331507,106.9931507,207.7331507
81.3131507,94.8631507,64.6131507,24.1631507,25.5331507,82.7931507,0.1331507,38.7331507,50.2131507,187.9131507
0.1331507,35.2331507,187.9131507,53.0331507,57.9131507,13.7331507,36.5631507,94.8631507,40.5431507,38.7331507
50.2131507,82.7931507,35.2331507,57.9131507,24.1631507,36.5631507,40.5431507,50.8531507,38.7331507,187.9131507
106.7331507,81.3031507,84.3231507,107.2031507,94.9131507,17.9631507,128.9231507,24.7531507,86.0731507,103.6031507
210.2031507,213.8031507,201.5131507,101.1331507,187.9131507,190.9231507,0.1331507,224.3431507,192.6731507,155.3131507
24.7531507,48.7131507,0.1331507,207.7331507,106.9931507,84.3231507,107.2031507,106.7331507,94.9131507,81.3031507
106.7331507,95.6231507,235.5231507,192.6731507,224.3431507,187.9131507,190.9231507,224.3331507,187.9031507,155.3131507
96.6531507,59.7031507,291.9231507,23.0131507,28.1631507,16.5131507,26.0031507,33.9831507,40.5431507,9.8031507
93.5031507,93.1131507,82.7931507,70.4131507,92.8531507,42.3831507,58.7631507,36.5631507,224.3331507,117.8931507
33.9831507,84.3231507,28.1631507,9.8031507,26.0031507,291.9231507,16.5131507,79.1431507,96.6531507,42.3831507
117.7331507,58.7631507,117.8931507,32.7131507,92.8531507,70.4131507,93.1131507,42.3831507,224.3331507,82.7931507
0.1331507,75.6431507,23.0131507,9.8031507,291.9231507,79.1431507,59.7031507,26.0031507,50.6031507,40.5431507
68.2531507,130.0631507,117.7331507,42.3831507,224.3331507,52.5531507,58.7631507,70.4131507,93.5031507,82.7931507
96.6531507,23.0131507,0.1331507,84.3231507,190.9231507,28.1631507,75.6431507,59.7031507,79.1431507,40.5431507
130.0631507,0.1331507,32.7131507,92.8531507,93.1131507,224.3331507,117.7331507,82.7931507,70.4131507,58.7631507
9.8031507,16.5131507,96.6531507,42.3831507,26.0031507,79.1431507,23.0131507,59.7031507,0.1331507,51.3231507
130.0631507,325.3331507,36.5631507,93.1131507,52.5531507,117.8931507,70.4131507,32.7131507,121.3931507,68.2531507
291.9231507,75.6431507,9.8031507,50.6031507,59.7031507,190.9231507,79.1431507,0.1331507,28.1631507,33.9831507
32.7131507,68.2531507,121.3931507,130.0631507,36.5631507,325.3331507,117.8931507,224.3331507,70.4131507,42.3831507
190.9231507,9.8031507,42.3831507,51.3231507,75.6431507,23.0131507,79.1431507,16.5131507,26.0031507,50.6031507
93.5031507,117.8931507,42.3831507,52.5531507,117.7331507,325.3331507,92.8531507,32.7131507,0.1331507,93.1131507
25.5331507,57.9131507,81.3131507,36.5631507,40.5431507,94.8631507,187.9131507,50.2131507,64.6131507,53.0331507
187.9031507,56.8831507,288.9031507,33.9831507,64.6131507,85.1731507,0.1331507,93.6331507,24.3131507,45.2331507
106.7331507,81.3031507,81.3131507,117.7331507,86.0731507,17.9631507,48.7131507,84.3231507,117.7431507,0.1331507
51.3231507,84.3231507,42.3831507,40.5431507,75.6431507,9.8031507,33.9831507,26.0031507,291.9231507,23.0131507
61.4531507,62.7631507,59.2631507,293.6731507,39.3931507,192.6731507,45.2331507,24.1631507,16.5131507,26.1831507
33.9831507,28.1631507,51.3231507,23.0131507,16.5131507,40.5431507,96.6531507,190.9231507,42.3831507,84.3231507
27.6331507,68.2531507,35.6731507,210.2031507,0.1331507,103.6031507,25.4531507,78.9831507,64.1331507,24.7331507
96.6531507,28.1631507,33.9831507,79.1431507,59.7031507,9.8031507,26.0031507,40.5431507,190.9231507,16.5131507
40.2531507,40.9731507,52.3331507,56.8831507,94.9131507,43.1531507,37.8331507,11.7831507,48.8331507,71.5131507
59.7031507,0.1331507,51.3231507,23.0131507,42.3831507,79.1431507,84.3231507,9.8031507,291.9231507,40.5431507
0.1331507,43.1531507,107.2031507,56.8631507,88.1331507,213.8031507,314.8031507,23.0131507,119.5331507,52.2331507
40.5431507,84.3231507,23.0131507,9.8031507,50.6031507,33.9831507,51.3231507,42.3831507,59.7031507,190.9231507
24.3131507,65.7131507,297.9331507,0.1331507,88.8131507,32.7131507,50.2131507,90.3331507,26.1831507,32.6831507
68.2531507,93.5031507,70.4131507,36.5631507,92.8531507,117.8931507,42.3831507,130.0631507,58.7631507,224.3331507
81.3031507,93.6331507,103.2131507,36.5631507,84.4531507,0.1331507,45.2331507,288.9031507,33.9831507,64.6131507
36.5631507,57.9131507,40.5431507,50.2131507,288.9131507,13.7331507,38.7331507,64.6131507,82.7931507,81.3131507
121.3931507,32.7131507,52.5531507,93.5031507,82.7931507,42.3831507,36.5631507,325.3331507,117.8931507,117.7331507
293.6731507,98.4031507,11.7831507,62.7631507,26.1831507,192.6731507,42.9831507,17.6631507,59.2631507,86.0731507
224.3331507,68.2531507,92.8531507,36.5631507,0.1331507,58.7631507,117.8931507,121.3931507,32.7131507,42.3831507
38.7331507,94.8631507,82.7931507,81.3131507,57.9131507,36.5631507,50.8531507,25.5331507,50.2131507,13.7331507
70.4131507,52.5531507,93.5031507,0.1331507,93.1131507,32.7131507,117.8931507,224.3331507,325.3331507,82.7931507
288.9131507,13.7331507,38.7331507,187.9131507,81.3131507,64.6131507,40.5431507,82.7931507,24.1631507,53.0331507
121.3931507,0.1331507,314.5931507,88.8131507,79.1431507,38.7331507,58.4131507,124.8231507,64.1331507,73.2531507
117.8931507,59.2631507,75.6431507,0.1331507,58.4131507,60.6331507,48.8331507,256.3131507,88.1331507,71.6631507
96.5131507,73.2531507,47.3831507,64.1331507,88.8131507,0.1331507,38.7331507,52.3331507,91.6331507,103.2131507
75.6431507,71.6631507,256.3131507,88.1331507,85.3131507,48.7131507,66.5431507,35.2331507,155.3131507,59.2631507
130.0631507,68.2531507,0.1331507,117.7331507,224.3331507,32.7131507,325.3331507,121.3931507,42.3831507,70.4131507
131.2931507,102.6631507,0.1331507,95.6231507,98.4031507,108.4631507,115.9331507,119.5331507,141.2531507,130.0631507
196.6231507,17.9631507,95.6231507,96.6531507,93.6331507,102.6631507,0.1331507,141.2531507,115.9331507,66.5431507
57.9131507,82.7931507,50.8531507,38.7331507,288.9131507,50.2131507,81.3131507,40.5431507,25.5331507,187.9131507
93.1131507,0.1331507,92.8531507,224.3331507,32.7131507,52.5531507,325.3331507,58.7631507,130.0631507,93.5031507
64.6131507,81.3131507,50.8531507,36.5631507,13.7331507,40.5431507,25.5331507,35.2331507,24.1631507,57.9131507
13.7331507,50.2131507,38.7331507,35.2331507,94.8631507,50.8531507,64.6131507,24.1631507,57.9131507,53.0331507
24.1631507,35.2331507,38.7331507,187.9131507,25.5331507,288.9131507,0.1331507,50.8531507,94.8631507,36.5631507
50.6031507,291.9231507,42.3831507,23.0131507,79.1431507,33.9831507,51.3231507,59.7031507,96.6531507,75.6431507
92.8531507,82.7931507,42.3831507,224.3331507,68.2531507,58.7631507,0.1331507,130.0631507,93.1131507,52.5531507
26.0031507,59.7031507,23.0131507,50.6031507,33.9831507,9.8031507,84.3231507,28.1631507,0.1331507,96.6531507
24.1631507,50.2131507,38.7331507,50.8531507,35.2331507,82.7931507,40.5431507,64.6131507,288.9131507,187.9131507
128.9231507,90.3331507,107.2031507,103.6031507,117.7431507,86.0731507,48.7131507,0.1331507,84.3231507,106.7331507
82.7931507,0.1331507,36.5631507,93.1131507,32.7131507,325.3331507,93.5031507,117.8931507,68.2531507,58.7631507
85.9531507,59.2631507,58.4131507,71.6631507,60.6331507,85.3131507,155.3131507,66.5431507,117.8931507,75.6431507
35.2331507,36.5631507,82.7931507,94.8631507,187.9131507,25.5331507,64.6131507,288.9131507,81.3131507,57.9131507
37.8331507,196.9331507,102.6631507,85.3131507,26.1831507,50.2131507,24.3131507,90.3331507,32.6831507,35.6731507
40.5431507,64.6131507,187.9131507,82.7931507,57.9131507,94.8631507,0.1331507,35.2331507,25.5331507,50.8531507
37.8331507,196.9331507,24.3131507,50.2131507,60.2731507,35.6731507,0.1331507,297.9331507,85.3131507,32.7131507
53.0331507,13.7331507,94.8631507,38.7331507,57.9131507,50.2131507,82.7931507,50.8531507,0.1331507,64.6131507
26.1831507,24.3131507,85.3131507,196.9331507,0.1331507,50.2131507,297.9331507,32.6831507,32.7131507,90.3331507
0.1331507,40.5431507,50.8531507,25.5331507,288.9131507,82.7931507,38.7331507,57.9131507,13.7331507,24.1631507
121.3931507,93.1131507,42.3831507,82.7931507,117.8931507,224.3331507,68.2531507,0.1331507,92.8531507,58.7631507
104.3031507,235.5231507,85.9531507,93.5031507,336.5231507,40.9731507,25.4531507,41.0831507,60.9931507,73.2531507
130.0631507,93.5031507,42.3831507,58.7631507,121.3931507,68.2531507,82.7931507,224.3331507,117.7331507,325.3331507
40.9731507,93.5031507,51.3231507,0.1331507,85.1731507,336.5231507,73.2531507,235.5231507,26.0031507,60.9931507
117.7331507,325.3331507,92.8531507,0.1331507,70.4131507,68.2531507,32.7131507,121.3931507,42.3831507,224.3331507
36.5631507,93.5031507,121.3931507,117.8931507,70.4131507,52.5531507,32.7131507,0.1331507,68.2531507,82.7931507
93.1131507,82.5831507,50.3031507,94.3431507,65.7131507,0.1331507,232.3531507,59.7031507,78.9831507,61.4531507
71.6631507,155.3131507,66.5431507,117.8931507,256.3131507,48.8331507,75.6431507,0.1331507,58.4131507,35.2331507
73.2531507,51.3231507,85.9531507,141.2531507,41.0831507,42.9831507,235.5231507,336.5231507,0.1331507,85.1731507
92.8531507,42.3831507,121.3931507,68.2531507,82.7931507,52.5531507,70.4131507,117.8931507,224.3331507,325.3331507
50.3031507,131.3531507,71.5131507,24.7531507,104.3031507,37.0831507,94.3431507,78.9831507,96.5131507,0.1331507
81.3131507,103.6031507,106.7331507,128.9231507,86.0731507,48.7131507,81.3031507,84.3231507,106.9931507,117.7431507
58.4131507,124.8231507,64.1331507,96.5131507,0.1331507,38.7331507,106.9931507,91.6331507,47.3831507,314.5931507
36.5631507,288.9131507,94.8631507,50.8531507,64.6131507,40.5431507,82.7931507,53.0331507,38.7331507,0.1331507
325.3331507,92.8531507,70.4131507,52.5531507,93.5031507,82.7931507,93.1131507,0.1331507,32.7131507,130.0631507
48.7131507,35.2331507,85.3131507,66.5431507,59.2631507,60.6331507,75.6431507,256.3131507,88.1331507,48.8331507
128.9231507,81.3131507,117.7331507,107.2031507,81.3031507,103.6031507,94.9131507,24.7531507,0.1331507,90.3331507
58.7631507,224.3331507,93.1131507,70.4131507,92.8531507,32.7131507,93.5031507,130.0631507,325.3331507,82.7931507
0.1331507,81.3031507,117.7431507,117.7331507,86.0731507,90.3331507,94.9131507,207.7331507,48.7131507,24.7531507
60.6331507,58.4131507,48.7131507,85.3131507,155.3131507,0.1331507,50.3031507,48.8331507,75.6431507,88.8431507
117.7331507,130.0631507,224.3331507,68.2531507,93.5031507,121.3931507,36.5631507,42.3831507,325.3331507,52.5531507
36.5631507,84.4531507,59.8531507,288.9031507,33.9831507,103.2131507,85.1731507,56.6831507,81.3031507,56.8631507
58.4131507,88.8131507,121.3931507,0.1331507,213.5931507,52.3331507,124.8231507,79.1431507,96.5131507,64.1331507
131.2931507,102.6631507,17.9631507,141.2531507,37.0831507,196.6231507,93.6331507,66.5431507,119.5331507,124.8231507
88.1331507,71.6631507,85.3131507,66.5431507,50.3031507,35.2331507,58.4131507,256.3131507,59.2631507,85.9531507
59.8531507,103.2131507,288.9031507,88.8431507,56.8631507,81.3031507,84.4531507,36.5631507,56.6831507,24.3131507
93.1131507,121.3931507,0.1331507,130.0631507,325.3331507,92.8531507,93.5031507,36.5631507,82.7931507,117.8931507
93.6331507,187.9031507,56.8631507,33.9831507,85.1731507,64.6131507,36.5631507,88.8431507,56.6831507,45.2331507
117.7331507,117.8931507,52.5531507,224.3331507,36.5631507,93.1131507,68.2531507,93.5031507,82.7931507,70.4131507
288.9131507,293.6731507,291.9231507,256.3131507,101.1331507,232.3531507,207.7331507,311.2031507,336.5231507,288.9031507
93.5031507,130.0631507,32.7131507,117.8931507,42.3831507,117.7331507,52.5531507,325.3331507,36.5631507,121.3931507
0.1331507,36.5631507,68.2531507,32.7131507,52.5531507,92.8531507,117.8931507,93.1131507,42.3831507,58.7631507
36.5631507,56.6831507,93.6331507,81.3031507,64.6131507,45.2331507,187.9031507,24.3131507,56.8631507,0.1331507
56.8831507,103.2131507,36.5631507,88.8431507,81.3031507,59.8531507,84.4531507,45.2331507,56.6831507,93.6331507
130.0631507,117.7331507,121.3931507,325.3331507,0.1331507,42.3831507,32.7131507,36.5631507,58.7631507,92.8531507
33.9831507,85.1731507,84.4531507,59.8531507,56.8631507,24.3131507,0.1331507,56.8831507,36.5631507,88.8431507
0.1331507,36.5631507,52.5531507,93.1131507,42.3831507,117.8931507,224.3331507,68.2531507,32.7131507,130.0631507
45.2331507,93.6331507,288.9031507,24.3131507,59.8531507,56.6831507,85.1731507,56.8631507,36.5631507,64.6131507
213.5931507,88.8131507,79.1431507,62.7631507,47.3831507,106.9931507,124.8231507,103.2131507,64.1331507,91.6331507
45.2331507,88.8431507,187.9031507,36.5631507,288.9031507,59.8531507,56.6831507,56.8831507,64.6131507,81.3031507
17.9631507,0.1331507,93.6331507,115.9331507,98.4031507,119.5331507,96.6531507,141.2531507,124.8231507,37.0831507
201.5131507,95.6231507,106.7331507,131.3531507,213.8031507,224.3431507,187.9131507,192.6731507,190.9231507,224.3331507
117.7431507,90.3331507,106.7331507,107.2031507,84.3231507,128.9231507,207.7331507,17.9631507,24.7531507,81.3131507
85.3131507,256.3131507,35.2331507,48.7131507,85.9531507,71.6631507,155.3131507,88.1331507,88.8431507,117.8931507
131.3531507,155.3131507,190.9231507,187.9131507,187.9031507,224.3431507,213.8031507,213.5931507,201.5131507,95.6231507
93.6331507,0.1331507,84.4531507,103.2131507,81.3031507,288.9031507,36.5631507,88.8431507,56.6831507,56.8831507
53.0331507,94.8631507,24.1631507,40.5431507,57.9131507,81.3131507,25.5331507,38.7331507,36.5631507,82.7931507
93.6331507,187.9031507,59.8531507,103.2131507,81.3031507,64.6131507,85.1731507,24.3131507,36.5631507,84.4531507
288.9131507,53.0331507,81.3131507,64.6131507,13.7331507,50.8531507,0.1331507,94.8631507,50.2131507,40.5431507
90.3331507,84.3231507,117.7431507,94.9131507,24.7531507,117.7331507,0.1331507,17.9631507,106.9931507,86.0731507
325.3331507,117.7331507,70.4131507,130.0631507,92.8531507,0.1331507,93.5031507,32.7131507,224.3331507,82.7931507
106.9931507,96.5131507,62.7631507,88.8131507,314.5931507,47.3831507,52.3331507,38.7331507,213.5931507,0.1331507
90.3331507,84.3231507,81.3131507,106.7331507,106.9931507,103.6031507,0.1331507,107.2031507,207.7331507,48.7131507
59.2631507,58.4131507,117.8931507,35.2331507,155.3131507,48.7131507,60.6331507,75.6431507,85.3131507,0.1331507
93.1131507,70.4131507,68.2531507,130.0631507,0.1331507,82.7931507,117.8931507,121.3931507,224.3331507,117.7331507
37.0831507,65.7131507,24.7531507,59.7031507,94.3431507,93.1131507,232.3531507,78.9831507,0.1331507,61.4531507
32.7131507,70.4131507,325.3331507,117.8931507,52.5531507,130.0631507,93.5031507,93.1131507,121.3931507,0.1331507
117.7431507,103.6031507,128.9231507,94.9131507,17.9631507,107.2031507,106.7331507,84.3231507,81.3031507,81.3131507
103.6031507,207.7331507,81.3131507,117.7331507,117.7431507,84.3231507,48.7131507,107.2031507,81.3031507,106.9931507
155.3131507,59.2631507,35.2331507,48.8331507,0.1331507,256.3131507,75.6431507,50.3031507,88.1331507,85.3131507
96.6531507,95.6231507,66.5431507,108.4631507,124.8231507,196.6231507,98.4031507,17.9631507,130.0631507,115.9331507
82.7931507,25.5331507,50.8531507,64.6131507,94.8631507,36.5631507,187.9131507,35.2331507,50.2131507,40.5431507
0.1331507,85.9531507,48.7131507,50.3031507,35.2331507,71.6631507,75.6431507,117.8931507,88.1331507,155.3131507
124.8231507,98.4031507,196.6231507,96.6531507,94.8631507,115.9331507,141.2531507,17.9631507,130.0631507,66.5431507
66.5431507,35.2331507,48.8331507,60.6331507,75.6431507,0.1331507,48.7131507,117.8931507,71.6631507,256.3131507
0.1331507,196.6231507,124.8231507,95.6231507,17.9631507,141.2531507,108.4631507,96.6531507,37.0831507,66.5431507
64.6131507,57.9131507,13.7331507,50.8531507,50.2131507,24.1631507,187.9131507,0.1331507,94.8631507,81.3131507
71.6631507,85.9531507,85.3131507,88.8431507,75.6431507,88.1331507,48.7131507,0.1331507,58.4131507,117.8931507
37.0831507,131.2931507,0.1331507,66.5431507,95.6231507,98.4031507,196.6231507,119.5331507,17.9631507,94.8631507
130.0631507,17.9631507,141.2531507,196.6231507,0.1331507,115.9331507,98.4031507,119.5331507,124.8231507,66.5431507
84.3231507,106.9931507,48.7131507,81.3031507,128.9231507,117.7331507,207.7331507,24.7531507,103.6031507,0.1331507
130.0631507,0.1331507,58.7631507,92.8531507,117.7331507,52.5531507,82.7931507,32.7131507,68.2531507,117.8931507
190.9231507,213.8031507,101.1331507,235.5231507,187.9031507,201.5131507,0.1331507,155.3131507,95.6231507,210.2031507
187.9131507,213.5931507,106.7331507,196.9331507,235.5231507,210.2031507,0.1331507,155.3131507,224.3331507,213.8031507
117.8931507,52.5531507,325.3331507,224.3331507,93.1131507,70.4131507,32.7131507,0.1331507,130.0631507,36.5631507
38.7331507,64.6131507,82.7931507,53.0331507,13.7331507,35.2331507,81.3131507,50.8531507,50.2131507,25.5331507
196.6231507,108.4631507,93.6331507,66.5431507,94.8631507,95.6231507,119.5331507,130.0631507,102.6631507,141.2531507
131.3531507,82.5831507,93.1131507,59.7031507,71.5131507,57.9131507,78.9831507,65.7131507,56.6831507,94.3431507
13.7331507,24.1631507,36.5631507,38.7331507,64.6131507,50.8531507,81.3131507,57.9131507,25.5331507,82.7931507
0.1331507,78.9831507,131.3531507,61.4531507,24.7531507,71.5131507,50.3031507,56.6831507,59.7031507,232.3531507
0.1331507,102.6631507,141.2531507,124.8231507,94.8631507,131.2931507,196.6231507,17.9631507,93.6331507,115.9331507
37.0831507,59.7031507,78.9831507,0.1331507,50.3031507,131.3531507,56.6831507,104.3031507,82.5831507,24.7531507
124.8231507,88.8131507,91.6331507,52.3331507,58.4131507,73.2531507,96.5131507,47.3831507,106.9931507,314.5931507
37.0831507,56.6831507,57.9131507,131.3531507,104.3031507,96.5131507,50.3031507,61.4531507,82.5831507,65.7131507
50.3031507,85.3131507,117.8931507,48.8331507,48.7131507,58.4131507,0.1331507,66.5431507,256.3131507,35.2331507
130.0631507,115.9331507,94.8631507,98.4031507,66.5431507,141.2531507,93.6331507,102.6631507,96.6531507,17.9631507
155.3131507,88.8431507,35.2331507,75.6431507,50.3031507,85.3131507,88.1331507,48.7131507,117.8931507,71.6631507
117.7431507,207.7331507,117.7331507,94.9131507,128.9231507,0.1331507,84.3231507,24.7531507,86.0731507,81.3031507
36.5631507,32.7131507,93.1131507,130.0631507,224.3331507,117.7331507,325.3331507,93.5031507,82.7931507,42.3831507
213.8031507,210.2031507,201.5131507,0.1331507,192.6731507,95.6231507,190.9231507,106.7331507,101.1331507,155.3131507
70.4131507,117.8931507,42.3831507,130.0631507,325.3331507,117.7331507,52.5531507,58.7631507,32.7131507,0.1331507
48.7131507,35.2331507,50.3031507,117.8931507,59.2631507,48.8331507,66.5431507,88.1331507,71.6631507,85.3131507
37.0831507,93.6331507,102.6631507,17.9631507,119.5331507,196.6231507,131.2931507,108.4631507,98.4031507,96.6531507
82.7931507,13.7331507,64.6131507,35.2331507,50.2131507,0.1331507,94.8631507,50.8531507,81.3131507,57.9131507
84.4531507,45.2331507,36.5631507,64.6131507,59.8531507,33.9831507,85.1731507,56.8631507,93.6331507,187.9031507
103.6031507,84.3231507,106.9931507,117.7331507,48.7131507,128.9231507,117.7431507,207.7331507,90.3331507,81.3031507
187.9031507,103.2131507,288.9031507,93.6331507,81.3031507,59.8531507,56.8631507,84.4531507,88.8431507,36.5631507
98.4031507,96.6531507,130.0631507,95.6231507,94.8631507,115.9331507,93.6331507,124.8231507,102.6631507,0.1331507
41.0831507,85.1731507,40.9731507,42.9831507,51.3231507,50.8531507,235.5231507,93.5031507,85.9531507,141.2531507
302.5131507,0.1331507,43.1531507,28.1631507,70.4131507,11.7831507,108.4631507,48.8331507,40.9731507,201.5131507
42.2631507,40.2531507,224.3431507,117.7431507,47.3831507,92.8531507,84.4531507,52.2331507,36.5631507,0.1331507
0.1331507,26.0031507,60.2731507,325.3431507,84.4531507,224.3431507,52.2331507,47.3831507,50.6031507,40.2531507
71.5131507,37.0831507,57.9131507,56.6831507,50.3031507,93.1131507,232.3531507,59.7031507,65.7131507,24.7531507
93.1131507,92.8531507,117.7331507,224.3331507,117.8931507,121.3931507,130.0631507,0.1331507,82.7931507,52.5531507
93.1131507,65.7131507,71.5131507,57.9131507,24.7531507,61.4531507,104.3031507,59.7031507,94.3431507,232.3531507
121.3931507,32.7131507,117.8931507,224.3331507,52.5531507,130.0631507,117.7331507,325.3331507,68.2531507,70.4131507
96.5131507,50.3031507,65.7131507,59.7031507,82.5831507,78.9831507,93.1131507,71.5131507,57.9131507,61.4531507
117.8931507,117.7331507,93.5031507,224.3331507,93.1131507,70.4131507,58.7631507,42.3831507,32.7131507,92.8531507
108.4631507,0.1331507,141.2531507,66.5431507,17.9631507,95.6231507,37.0831507,96.6531507,93.6331507,124.8231507
