"dist1","dist2","dist3","dist4","dist5","dist6","dist7","dist8","dist9","dist10"
1.8827511,2.0318799,2.8396609,2.0940169,1.4850743,1.1743893,3.231124,1.8454689,5.2567902,1.3483729
2.5538307,2.0318799,0.869918,1.2551674,3.7095789,0.9569098,0.8637043,0.062137,0.5530193,1.9821703
3.7468611,1.6466305,7.4937222,4.3247352,3.5853049,3.0571404,2.858302,2.1064443,3.4858857,2.7588828
0.062137,3.2746199,2.8396609,2.0318799,5.2567902,2.8334472,6.400111,1.1743893,3.168987,1.4850743
1.7895456,1.7522634,0.869918,4.5049325,1.4167236,1.3608003,3.3616117,2.7899513,2.2866416,7.4440126
4.1383242,3.5853049,7.4999359,2.4047019,6.5430261,2.6470362,1.6466305,1.2986633,3.479672,3.7530748
1.1743893,2.0940169,1.4850743,1.8827511,2.0753758,2.0318799,1.3483729,3.168987,1.8454689,5.2567902
2.7588828,3.7468611,7.4937222,3.2746199,2.1064443,7.2638153,3.5853049,2.858302,1.6466305,2.1375128
3.5853049,2.547617,2.1064443,1.24274,2.0070251,3.0571404,2.7588828,3.2746199,3.7468611,2.1375128
5.219508,2.2804279,5.4494149,2.9515075,1.7025538,2.1064443,3.168987,3.479672,2.0318799,2.2866416
2.3052827,4.34959,4.5794969,2.2555731,1.2178852,0.8326358,1.9697429,2.982576,3.355398,2.0070251
2.7775239,3.8089981,0.8326358,0.062137,2.8458746,3.5790912,2.7775239,3.7468611,2.7153869,4.1258968
2.3052827,1.2178852,3.4858857,1.9697429,2.2555731,0.062137,4.34959,2.0753758,3.3616117,2.5538307
1.9511018,1.2116715,2.7899513,2.2866416,7.4440126,0.869918,3.9270584,3.3616117,1.7522634,4.5049325
1.367014,0.9569098,2.0940169,1.7584771,3.355398,0.8264221,6.524385,1.1371071,2.3052827,0.4660275
4.1383242,2.6470362,1.9821703,1.2986633,6.5430261,1.3483729,1.6466305,0.062137,3.7530748,2.4047019
4.3247352,2.547617,3.7468611,3.0571404,1.6466305,0.062137,3.2746199,2.1375128,2.0070251,3.5853049
2.0940169,1.2116715,6.2944781,0.9569098,0.4660275,2.7775239,1.1371071,3.355398,0.8264221,6.524385
3.0571404,2.1375128,3.4858857,2.0070251,2.1064443,2.7588828,7.2638153,7.4937222,4.3247352,0.062137
1.677699,2.7775239,1.367014,0.9569098,1.8765374,1.1371071,1.24274,0.4660275,2.0940169,2.4047019
2.0070251,1.3483729,3.7530748,2.7899513,6.5430261,0.062137,3.5853049,0.7953536,2.6470362,1.9821703
2.2804279,5.4494149,1.9697429,5.219508,1.1371071,1.7025538,3.479672,2.0318799,2.9515075,2.7526691
2.8334472,1.9013922,3.168987,0.062137,1.7025538,1.1371071,2.1064443,5.219508,2.4419841,5.4494149
0.062137,3.7530748,1.3483729,2.982576,2.4047019,7.4999359,3.5853049,2.6470362,2.0070251,1.9821703
2.9515075,2.0318799,1.7025538,1.5409976,0.062137,2.4419841,2.7526691,2.1064443,5.4494149,1.1371071
3.4237487,3.7530748,4.1258968,3.3243295,0.8326358,0.6400111,3.0260719,1.7025538,2.8458746,3.9270584
1.1371071,2.9515075,3.479672,1.9013922,5.4494149,1.9697429,5.219508,3.168987,2.8334472,2.4419841
0.062137,2.0940169,1.2116715,1.24274,2.3052827,1.8765374,1.367014,2.7775239,6.2944781,1.677699
2.9515075,1.7025538,2.2804279,2.4419841,1.9697429,5.4494149,1.9013922,3.168987,3.479672,2.7526691
0.8264221,6.524385,1.7584771,0.9569098,1.367014,1.8765374,2.0940169,2.3052827,1.2116715,1.1371071
2.0070251,2.6470362,3.5853049,0.7953536,1.6466305,2.4047019,7.4999359,6.5430261,0.062137,1.2986633
4.1383242,3.8089981,3.1627733,3.5231679,4.5111462,0.6400111,3.7095789,4.3247352,3.8897762,1.2178852
1.24274,1.677699,0.062137,1.7584771,0.4660275,3.355398,1.8765374,0.8264221,0.9569098,1.2116715
3.5231679,3.355398,0.6400111,3.6598693,0.062137,4.3247352,3.231124,3.1627733,3.7095789,4.5111462
0.062137,5.219508,2.4419841,2.8334472,1.5409976,3.479672,1.1371071,1.9013922,2.7526691,2.9515075
3.1379185,3.5790912,3.0260719,0.8326358,3.7530748,2.7775239,2.8458746,3.8089981,4.1258968,2.7775239
2.1064443,2.547617,7.2638153,3.0571404,7.4937222,1.9511018,2.0070251,3.5853049,3.7468611,1.24274
2.982576,3.5853049,0.7953536,7.4999359,1.2986633,2.0070251,1.9821703,2.7899513,1.0998249,1.6466305
3.8089981,3.4237487,3.0571404,1.8827511,1.4726469,1.7895456,7.1706098,6.9407029,0.062137,1.8765374
2.7899513,0.062137,6.5430261,3.5853049,2.0070251,1.3483729,0.7953536,7.4999359,2.982576,3.479672
1.4105099,1.3173044,3.8089981,3.4237487,1.2986633,1.4726469,2.9515075,1.0811838,0.9817646,3.0571404
2.8334472,6.400111,3.231124,2.0318799,3.168987,0.8637043,1.1743893,0.062137,1.4850743,1.8827511
3.5853049,2.982576,1.2986633,1.3483729,3.479672,0.7953536,1.6466305,7.4999359,6.5430261,0.062137
2.0070251,3.2746199,4.3247352,3.0571404,2.858302,1.24274,3.5853049,7.4937222,2.7588828,3.4858857
0.8326358,3.9270584,2.7153869,0.6400111,3.0260719,1.7025538,3.4237487,4.1258968,0.062137,3.5790912
2.8334472,3.2746199,1.1743893,2.0753758,1.8454689,1.4850743,2.8396609,0.8637043,6.400111,1.3483729
6.5430261,2.0070251,4.1383242,1.6466305,2.7899513,3.479672,2.6470362,1.2986633,1.9821703,1.3483729
1.9511018,3.0571404,2.0070251,1.24274,3.4858857,2.1064443,3.5853049,2.1375128,2.547617,2.7588828
2.7153869,3.7530748,2.7775239,3.5790912,3.8089981,3.7468611,3.3243295,0.6400111,3.4237487,2.7775239
1.4850743,2.0753758,2.8334472,0.8637043,6.400111,1.8454689,2.8396609,1.1743893,3.231124,3.2746199
2.7153869,0.062137,3.9270584,3.0260719,3.3243295,0.8326358,4.1258968,2.7775239,2.7775239,3.7530748
1.677699,2.0940169,2.3052827,0.062137,2.4047019,0.9569098,6.524385,0.4660275,3.355398,1.7584771
1.2986633,6.5430261,2.7899513,2.982576,3.5853049,1.9821703,2.4047019,0.062137,1.0998249,3.479672
1.7025538,5.219508,2.9515075,2.1064443,3.168987,2.0318799,2.7526691,3.479672,5.4494149,0.062137
2.7775239,2.0940169,1.2116715,1.8765374,0.9569098,0.4660275,6.524385,3.355398,1.1371071,0.062137
1.8765374,1.1371071,2.7775239,2.3052827,0.8264221,6.524385,3.355398,0.9569098,1.24274,2.4047019
0.8637043,0.062137,2.0318799,1.8827511,2.0940169,2.0753758,3.2746199,1.8454689,1.4850743,6.400111
0.062137,2.0318799,1.8454689,6.400111,1.1743893,2.8334472,2.8458746,3.2746199,1.3483729,3.231124
2.982576,1.9821703,0.062137,2.4047019,1.0998249,2.0070251,0.7953536,2.6470362,1.6466305,2.7899513
1.1743893,0.8637043,3.231124,1.8454689,5.2567902,1.8827511,1.3483729,3.2746199,2.8334472,2.0753758
2.4047019,2.7899513,2.6470362,4.1383242,6.5430261,2.0070251,3.7530748,1.9821703,1.6466305,0.7953536
3.2746199,6.400111,2.0940169,1.8454689,2.8334472,2.0753758,3.168987,2.8458746,0.8637043,1.8827511
3.2746199,0.062137,1.8827511,3.231124,1.3483729,1.4850743,6.400111,2.8458746,1.8454689,3.168987
3.5853049,0.062137,7.4999359,2.0070251,2.982576,1.9821703,1.6466305,1.3483729,3.479672,6.5430261
1.4850743,1.8454689,2.0753758,1.1743893,0.062137,0.8637043,3.231124,1.3483729,2.8458746,2.8334472
3.355398,0.4660275,2.7775239,1.7584771,0.9569098,6.524385,1.8765374,6.2944781,1.1371071,1.367014
3.5231679,0.062137,3.8089981,3.355398,3.6598693,4.5049325,0.6400111,3.1006363,3.8897762,3.231124
0.8637043,3.2746199,1.3483729,2.0940169,5.2567902,2.8396609,1.4850743,3.231124,3.168987,0.062137
1.4105099,2.7775239,0.4225316,6.524385,1.4850743,0.6089426,6.2944781,1.9013922,3.1627733,0.8264221
6.524385,2.0940169,2.7775239,2.4047019,2.3052827,1.8765374,0.4660275,1.677699,1.1371071,1.2116715
0.9196276,0.4225316,3.1627733,2.0070251,0.8264221,1.6466305,0.062137,1.4105099,1.4167236,0.6089426
6.400111,3.168987,0.8637043,2.0318799,1.8454689,2.8458746,5.2567902,2.0940169,2.8334472,3.231124
1.9013922,2.0070251,6.524385,1.4105099,1.3173044,6.2944781,0.6089426,1.4850743,0.4225316,0.9196276
1.1743893,1.8454689,2.0753758,2.8458746,6.400111,2.8334472,2.0940169,1.4850743,3.231124,2.8396609
0.9196276,6.2944781,0.4225316,1.4105099,2.0070251,1.4167236,0.6089426,0.8264221,1.9013922,6.524385
0.8264221,3.355398,2.3052827,1.1371071,2.0940169,2.7775239,1.7584771,6.524385,2.4047019,1.367014
3.168987,2.2804279,1.9013922,1.9697429,2.8334472,2.1064443,2.4419841,5.4494149,2.7526691,2.0318799
1.7584771,1.8765374,1.1371071,6.2944781,2.4047019,0.4660275,1.367014,1.677699,0.062137,2.7775239
4.1258968,3.9270584,2.8458746,3.3243295,0.8326358,2.7153869,3.8089981,2.7775239,3.7468611,1.7025538
4.1383242,2.7899513,3.479672,7.4999359,2.4047019,2.6470362,6.5430261,1.9821703,1.2986633,3.5853049
0.869918,2.8334472,2.8334472,2.0567347,0.062137,1.7460497,2.6470362,2.7588828,3.355398,7.642851
2.0940169,2.3052827,0.4660275,6.2944781,0.9569098,6.524385,1.24274,1.7584771,1.8765374,1.1371071
4.34959,2.1561539,6.8412837,6.2944781,6.9407029,0.062137,3.5790912,5.2567902,5.219508,7.4440126
6.5430261,6.9407029,7.4440126,6.2944781,3.5790912,5.219508,2.1561539,6.6548727,4.34959,7.642851
0.062137,2.0070251,2.3674197,1.9448881,3.3616117,2.982576,4.34959,2.2555731,2.0753758,2.5538307
3.355398,3.231124,3.7095789,3.8089981,0.062137,3.8897762,3.4113213,3.1006363,4.3247352,3.5231679
7.4937222,7.1706098,3.8897762,6.400111,7.8727579,6.462248,3.8089981,6.524385,7.6739195,6.524385
4.1383242,3.8897762,3.4113213,3.7095789,4.3247352,4.5111462,0.6400111,3.231124,3.6598693,3.1627733
4.1258968,0.062137,3.4237487,2.8458746,3.9270584,0.8326358,3.3243295,3.0260719,3.8089981,1.7025538
2.3674197,3.3616117,0.8326358,1.9448881,2.0070251,3.355398,2.3052827,1.2178852,0.062137,2.5538307
3.4237487,2.8458746,3.8089981,2.7775239,2.7153869,0.8326358,3.5790912,1.7025538,0.062137,3.1379185
2.3052827,1.8765374,6.524385,1.24274,6.2944781,0.4660275,2.7775239,2.4047019,1.677699,1.7584771
1.7584771,2.4047019,1.677699,3.355398,2.3052827,6.2944781,1.2116715,1.24274,1.1371071,1.367014
1.24274,2.4047019,1.677699,1.8765374,2.3052827,2.0940169,6.524385,0.062137,1.1371071,1.2116715
1.4726469,2.9515075,0.062137,3.8089981,6.9407029,1.8765374,1.8827511,3.0571404,1.7895456,7.1706098
3.8089981,7.1706098,2.1561539,6.524385,6.8847796,3.8897762,0.062137,6.400111,7.8727579,6.524385
1.5409976,3.5231679,3.1379185,1.3545866,1.6466305,0.062137,1.8454689,1.2800222,0.9693372,0.4660275
3.7530748,1.7025538,4.1258968,0.6400111,3.5790912,0.8326358,2.7775239,3.3243295,0.062137,2.7775239
6.5430261,3.7530748,0.7953536,2.7899513,2.0070251,3.5853049,2.4047019,1.9821703,4.1383242,2.982576
2.0070251,2.547617,7.2638153,2.858302,1.24274,1.9511018,3.4858857,4.3247352,3.2746199,0.062137
2.6470362,2.982576,0.7953536,1.9821703,1.6466305,1.3483729,2.7899513,2.4047019,3.5853049,0.062137
1.4850743,2.0318799,2.0940169,3.2746199,1.3483729,2.0753758,6.400111,2.8458746,0.062137,3.231124
7.4440126,5.2567902,6.2944781,6.9407029,7.2638153,4.34959,7.642851,6.0583575,2.1561539,3.6598693
6.400111,1.8827511,3.168987,1.3483729,2.8458746,0.062137,3.231124,2.8396609,5.2567902,2.8334472
5.2567902,5.219508,0.062137,7.2638153,7.4440126,7.642851,3.5790912,3.6598693,2.1561539,6.0583575
0.9693372,3.5231679,6.8847796,1.4726469,0.4225316,0.5530193,1.5409976,1.3608003,2.3674197,0.062137
0.4660275,1.2116715,0.062137,2.3052827,0.9569098,6.2944781,1.367014,6.524385,2.4047019,1.677699
1.7522634,2.7899513,1.4167236,1.9511018,2.8396609,0.062137,2.2866416,7.4440126,1.3608003,4.5049325
3.4113213,6.772933,6.0583575,1.0811838,1.677699,2.0567347,3.0260719,1.2800222,1.2551674,2.2555731
1.6466305,6.5430261,7.4999359,2.6470362,4.1383242,3.5853049,1.3483729,0.062137,1.0998249,2.7899513
3.355398,1.7584771,2.7775239,0.4660275,0.9569098,1.2116715,2.0940169,0.8264221,1.367014,1.1371071
1.3608003,0.9693372,0.4225316,1.2800222,0.5530193,3.1379185,2.3674197,1.6466305,1.3545866,0.4660275
6.2944781,3.355398,0.062137,0.9569098,2.4047019,1.2116715,1.677699,1.24274,1.367014,0.8264221
1.2178852,0.8326358,3.3616117,2.5538307,2.2555731,2.0753758,4.34959,3.4858857,2.6532499,2.0070251
6.2944781,2.4047019,0.8264221,1.367014,1.677699,2.3052827,6.524385,1.2116715,2.0940169,0.4660275
7.4999359,1.6466305,3.479672,1.0998249,6.5430261,2.4047019,1.2986633,1.9821703,2.6470362,1.3483729
3.4113213,2.7526691,0.8637043,0.7953536,2.0629484,2.0567347,6.0583575,6.772933,1.0811838,0.372822
6.5430261,7.4999359,3.5853049,1.9821703,0.7953536,2.6470362,1.2986633,1.0998249,2.7899513,2.0070251
6.400111,5.4494149,0.062137,7.4937222,7.6739195,7.0711906,7.8727579,6.8847796,7.1706098,3.8089981
3.4858857,0.8326358,2.0753758,2.6532499,2.3674197,2.5538307,1.9448881,2.0070251,1.2178852,3.355398
2.1064443,3.0571404,2.1375128,3.2746199,2.0070251,1.9511018,2.7588828,3.5853049,0.062137,2.547617
2.6532499,1.9697429,1.9448881,2.982576,2.5538307,0.062137,2.2555731,0.8326358,2.3674197,3.355398
2.0629484,3.9270584,0.869918,1.9511018,0.062137,2.8396609,2.2866416,1.2116715,1.7895456,7.6739195
1.4850743,2.0753758,1.8454689,2.8396609,2.0318799,0.062137,3.2746199,2.0940169,1.1743893,5.2567902
3.355398,3.6598693,4.1383242,4.5111462,3.4113213,4.5049325,3.8897762,3.5231679,1.2178852,3.7095789
1.8827511,1.4850743,3.2746199,1.8454689,3.231124,0.062137,2.0318799,1.1743893,2.8458746,2.8396609
1.2986633,3.7530748,2.0070251,6.5430261,1.0998249,3.5853049,4.1383242,1.9821703,2.982576,2.7899513
1.9697429,2.7526691,5.4494149,1.1371071,2.8334472,1.9013922,2.9515075,3.168987,2.1064443,2.0318799
3.1379185,3.5790912,0.062137,2.7153869,0.6400111,2.7775239,3.8089981,1.7025538,3.0260719,3.7530748
7.2638153,1.9511018,1.6466305,4.3247352,3.7468611,3.4858857,7.4937222,1.24274,0.062137,2.0070251
0.9569098,2.4047019,6.2944781,1.367014,2.3052827,0.4660275,2.7775239,1.7584771,2.0940169,0.8264221
2.7775239,3.1379185,2.8458746,1.7025538,2.7775239,3.5790912,3.7530748,0.6400111,3.9270584,0.062137
3.4858857,2.982576,0.062137,2.6532499,1.2178852,3.3616117,2.2555731,2.3052827,3.355398,4.5794969
2.2555731,4.5794969,1.2178852,3.355398,2.3052827,1.9697429,0.8326358,2.982576,0.062137,2.0070251
0.4660275,1.677699,1.2116715,3.355398,6.2944781,1.367014,2.3052827,2.0940169,1.8765374,0.062137
2.3674197,1.9697429,2.0753758,2.982576,2.2555731,3.355398,0.8326358,2.3052827,4.5794969,4.34959
1.5409976,2.8334472,3.168987,2.7526691,2.0318799,5.219508,1.7025538,1.9013922,2.4419841,1.1371071
3.3616117,1.9448881,2.6532499,0.062137,1.2178852,3.4858857,3.355398,2.0070251,2.3674197,2.5538307
1.5409976,2.2804279,1.9013922,2.0318799,2.7526691,1.7025538,3.168987,2.4419841,5.4494149,1.1371071
3.355398,1.9448881,2.0070251,2.3052827,2.2555731,4.34959,4.5794969,2.6532499,3.3616117,0.8326358
1.9013922,2.2866416,2.0318799,1.9697429,1.7025538,5.4494149,2.4419841,2.8334472,1.5409976,2.1064443
7.4440126,5.219508,7.642851,6.8412837,6.5430261,7.2638153,6.2944781,6.0583575,3.5790912,0.062137
1.2116715,0.8264221,1.24274,2.4047019,1.8765374,0.9569098,1.367014,6.2944781,0.062137,1.7584771
7.6739195,4.5794969,2.1561539,3.8089981,7.1706098,3.8897762,7.4937222,6.524385,6.772933,7.8727579
0.6400111,2.8458746,0.062137,2.7153869,3.3243295,2.7775239,3.7468611,3.8089981,3.7530748,3.4237487
2.0070251,2.4047019,4.1383242,1.2986633,1.3483729,7.4999359,1.6466305,2.6470362,1.0998249,3.479672
3.1379185,2.7153869,3.7530748,3.7468611,0.8326358,4.1258968,2.8458746,0.062137,3.5790912,3.3243295
2.982576,1.0998249,2.6470362,1.3483729,1.2986633,7.4999359,0.062137,2.7899513,1.6466305,3.479672
4.34959,7.4440126,7.2638153,3.6598693,6.9407029,6.8412837,3.5790912,5.219508,6.5430261,6.2944781
0.8326358,3.4237487,2.7153869,2.7775239,4.1258968,3.7530748,0.6400111,3.8089981,3.7468611,3.9270584
3.8089981,2.1561539,7.8727579,3.8897762,0.062137,6.524385,6.524385,4.5794969,6.8847796,5.4494149
6.524385,6.462248,2.1561539,5.4494149,3.8089981,7.8727579,6.772933,6.524385,0.062137,7.0711906
3.5790912,7.642851,3.6598693,5.2567902,6.8412837,5.219508,7.2638153,6.5430261,4.34959,6.2944781
6.462248,7.4937222,3.8089981,4.5794969,7.4999359,7.0711906,3.8897762,0.062137,6.400111,6.8847796
4.34959,7.2638153,2.1561539,7.642851,6.5430261,6.6548727,3.5790912,6.8412837,6.2944781,6.0583575
3.9270584,4.1258968,0.062137,0.6400111,1.7025538,3.7468611,3.4237487,2.7775239,2.7153869,3.1379185
1.3483729,2.8396609,1.8454689,0.062137,2.0753758,3.2746199,2.8334472,3.231124,5.2567902,3.168987
3.9270584,2.7775239,0.062137,3.5790912,2.7775239,3.7530748,3.8089981,3.3243295,3.1379185,0.6400111
3.2746199,3.168987,2.8396609,0.062137,1.4850743,0.8637043,1.1743893,2.8334472,1.8827511,2.0940169
3.8089981,2.7153869,3.1379185,3.7468611,3.3243295,4.1258968,1.7025538,0.6400111,3.9270584,3.7530748
3.1627733,0.062137,3.231124,3.8089981,3.5231679,3.4113213,3.8897762,3.7095789,4.3247352,0.6400111
6.8412837,6.6548727,3.5790912,5.2567902,3.6598693,7.2638153,4.34959,2.1561539,5.219508,6.2944781
2.982576,0.8326358,2.6532499,1.9448881,2.0070251,4.5794969,2.5538307,3.4858857,2.0753758,4.34959
3.3243295,3.7530748,3.7468611,3.0260719,4.1258968,0.6400111,3.1379185,3.4237487,2.7153869,2.7775239
3.355398,4.5049325,0.062137,3.8897762,3.7095789,3.231124,1.2178852,3.4113213,3.5231679,4.5111462
4.1383242,2.982576,7.4999359,0.062137,1.9821703,1.3483729,3.7530748,2.4047019,6.5430261,1.6466305
3.168987,1.8827511,6.400111,0.062137,2.8458746,2.0318799,1.8454689,5.2567902,2.8396609,1.3483729
1.367014,1.2116715,0.8264221,1.8765374,1.7584771,1.677699,2.3052827,3.355398,1.1371071,2.4047019
1.3483729,5.2567902,0.8637043,2.0940169,3.231124,2.8396609,3.168987,2.8334472,2.0318799,1.8454689
2.6470362,1.2986633,1.9821703,2.0070251,6.5430261,0.7953536,3.5853049,1.6466305,2.7899513,2.982576
2.0318799,1.4850743,3.231124,3.2746199,0.8637043,1.1743893,6.400111,1.8827511,2.0753758,3.168987
2.3674197,2.5538307,2.3052827,1.9697429,3.4858857,3.3616117,1.2178852,2.6532499,0.062137,4.34959
2.7775239,1.8765374,0.9569098,1.677699,1.367014,0.8264221,0.062137,1.2116715,6.524385,1.7584771
0.8326358,3.3616117,1.9448881,2.6532499,1.2178852,2.3052827,2.0753758,2.0070251,2.3674197,1.9697429
3.355398,2.0753758,2.6532499,2.0070251,0.062137,1.9448881,4.34959,2.3674197,3.4858857,2.2555731
2.7775239,0.062137,0.4660275,6.524385,2.0940169,0.9569098,1.367014,1.24274,1.7584771,1.677699
7.0711906,7.4999359,7.1706098,6.524385,3.8897762,5.4494149,7.8727579,6.772933,4.5794969,6.524385
2.4419841,2.2866416,2.8334472,2.9515075,1.1371071,1.7025538,3.168987,0.062137,1.9697429,5.4494149
6.524385,7.0711906,3.8089981,6.772933,7.4937222,5.4494149,7.1706098,7.6739195,0.062137,4.5794969
1.1371071,2.2866416,5.219508,5.4494149,2.1064443,1.5409976,2.7526691,2.8334472,3.168987,1.7025538
1.0811838,3.4237487,1.7895456,0.7704988,3.8089981,0.9817646,2.9515075,7.1706098,2.6532499,1.4105099
1.2178852,2.6532499,4.5794969,1.9448881,0.8326358,2.0070251,3.3616117,1.9697429,2.0753758,3.4858857
3.479672,1.1371071,3.168987,2.7526691,1.9697429,2.2866416,1.9013922,2.0318799,2.4419841,5.219508
2.7588828,2.0070251,4.3247352,1.9511018,3.4858857,7.2638153,3.5853049,2.1375128,0.062137,3.2746199
0.062137,6.2944781,1.677699,1.24274,1.1371071,6.524385,3.355398,2.4047019,1.367014,0.4660275
4.5794969,3.8897762,3.8089981,5.4494149,6.8847796,2.1561539,7.8727579,7.4937222,6.400111,7.6739195
2.1064443,2.4419841,1.1371071,3.168987,3.479672,1.7025538,1.5409976,1.9013922,2.7526691,2.8334472
2.982576,2.6470362,1.3483729,2.0070251,1.6466305,2.4047019,6.5430261,3.7530748,1.9821703,1.2986633
2.0753758,2.3052827,3.355398,3.3616117,1.2178852,3.4858857,0.8326358,2.0070251,4.34959,0.062137
0.062137,2.7775239,3.3243295,1.7025538,3.4237487,3.1379185,3.5790912,2.7775239,2.7153869,3.7468611
3.4858857,2.6532499,2.0070251,1.9697429,1.9448881,4.5794969,1.2178852,2.5538307,0.062137,2.3052827
1.4167236,1.3608003,2.7899513,1.2116715,0.062137,3.9270584,0.869918,2.0629484,7.4440126,1.7522634
2.4419841,1.5409976,3.168987,1.9697429,1.7025538,5.219508,0.062137,2.2804279,5.4494149,2.8334472
0.6089426,6.524385,2.0070251,2.0070251,6.2944781,1.6466305,0.6089426,1.4167236,1.4105099,0.4225316
1.2116715,0.869918,2.0629484,1.7522634,2.2866416,1.9511018,2.7899513,1.4167236,4.5049325,7.6739195
3.1627733,2.0070251,0.6089426,0.062137,6.524385,1.6466305,1.4105099,0.9196276,1.9013922,2.7775239
0.5530193,2.0318799,2.0318799,0.8637043,6.8412837,7.0711906,0.062137,3.3243295,0.9444824,0.869918
1.3608003,2.7899513,2.2866416,1.4167236,0.062137,0.869918,4.5049325,7.4440126,1.2116715,0.869918
4.1383242,2.6470362,2.982576,7.4999359,2.7899513,2.0070251,1.3483729,3.7530748,6.5430261,1.6466305
5.2567902,2.0940169,1.4850743,2.8396609,2.0753758,0.8637043,6.400111,2.8334472,1.8454689,1.1743893
1.6466305,0.8264221,2.0070251,1.3173044,2.7775239,1.9013922,1.4105099,6.2944781,0.6089426,3.1627733
3.3616117,3.4858857,4.34959,2.3052827,2.982576,2.0753758,1.9448881,1.2178852,3.355398,2.6532499
3.8089981,3.9270584,0.6400111,3.7468611,3.0260719,0.062137,2.7775239,3.5790912,4.1258968,3.7530748
1.2178852,2.5538307,3.355398,2.0070251,2.6532499,1.9697429,0.062137,2.982576,2.0753758,2.2555731
3.1379185,0.6400111,0.8326358,3.9270584,4.1258968,3.7468611,3.3243295,3.0260719,3.4237487,2.7153869
2.3052827,3.355398,4.5794969,2.6532499,4.34959,3.3616117,1.2178852,2.2555731,2.3674197,2.982576
2.7775239,3.7468611,2.8458746,3.4237487,3.3243295,3.1379185,0.062137,3.0260719,4.1258968,3.9270584
7.4937222,6.400111,7.6739195,7.8727579,3.8897762,6.8847796,5.4494149,7.4999359,3.8089981,2.1561539
1.2116715,1.8765374,1.677699,1.367014,6.524385,1.24274,1.7584771,2.7775239,2.4047019,2.3052827
4.3247352,3.8897762,0.062137,4.5111462,3.7095789,3.5231679,3.4113213,3.231124,3.355398,3.6598693
2.2804279,1.9697429,1.9013922,2.2866416,5.4494149,5.219508,2.4419841,2.1064443,2.8334472,2.0318799
0.062137,0.6400111,3.7530748,3.5790912,3.7468611,4.1258968,3.3243295,3.1379185,2.7775239,1.7025538
6.524385,7.4999359,7.4937222,3.8089981,3.8897762,7.8727579,7.1706098,0.062137,6.462248,6.524385
1.5409976,2.9515075,3.168987,5.4494149,1.7025538,1.9697429,5.219508,2.8334472,3.479672,2.0318799
7.1706098,7.4999359,7.8727579,6.524385,7.4937222,3.8089981,0.062137,7.6739195,6.8847796,7.0711906
1.9511018,2.0629484,1.7895456,3.3616117,0.869918,0.062137,0.869918,3.9270584,7.6739195,1.2116715
