"wktt1","wktt2","wktt3","wktt4","wktt5","wktt6","wktt7","wktt8","wktt9","wktt10"
48.581507,61.451507,53.411507,95.541507,25.911507,1.331507,27.201507,118.941507,237.471507,37.761507
51.411507,96.061507,36.431507,84.011507,26.731507,189.121507,14.931507,52.051507,1.331507,59.111507
237.471507,48.581507,94.051507,25.911507,95.541507,1.331507,43.441507,41.431507,132.491507,85.631507
36.431507,119.111507,50.031507,86.511507,156.521507,87.151507,59.611507,51.511507,1.331507,90.051507
1.331507,84.011507,94.311507,237.441507,69.471507,122.611507,33.931507,131.261507,53.761507,43.601507
53.411507,225.551507,51.781507,237.471507,61.451507,118.941507,27.201507,48.581507,94.051507,85.631507
49.911507,87.151507,60.461507,67.741507,168.441507,89.331507,50.031507,76.841507,1.331507,86.511507
43.601507,131.261507,225.521507,94.711507,84.011507,119.111507,237.441507,118.911507,94.311507,53.761507
72.861507,59.611507,119.111507,90.051507,36.431507,50.031507,49.911507,89.331507,87.151507,60.461507
214.801507,90.011507,126.021507,122.611507,104.411507,108.191507,74.451507,63.961507,1.331507,92.831507
26.731507,65.811507,96.061507,25.361507,41.741507,14.931507,39.931507,52.051507,189.121507,37.761507
59.611507,60.461507,156.521507,51.511507,119.111507,87.151507,86.511507,61.831507,50.031507,67.741507
37.761507,53.761507,131.261507,71.631507,69.471507,43.601507,119.111507,122.611507,225.521507,237.441507
58.051507,57.881507,25.511507,61.051507,37.761507,58.081507,46.431507,90.051507,65.811507,82.481507
122.611507,37.761507,84.011507,59.981507,225.521507,118.911507,94.051507,1.331507,131.261507,94.311507
58.081507,58.051507,57.881507,61.051507,201.011507,46.431507,25.511507,86.371507,85.631507,94.831507
237.441507,71.631507,37.761507,122.611507,94.311507,94.051507,43.601507,1.331507,225.521507,33.931507
33.931507,37.761507,1.331507,119.111507,131.261507,122.611507,118.911507,69.471507,94.311507,53.761507
87.151507,72.861507,90.051507,1.331507,168.441507,67.741507,49.911507,50.031507,156.521507,119.111507
50.031507,156.521507,59.611507,49.911507,87.151507,168.441507,76.841507,60.461507,72.861507,36.431507
61.451507,85.631507,95.541507,132.491507,72.861507,41.431507,25.911507,43.441507,94.051507,225.551507
104.411507,214.801507,63.961507,126.021507,90.011507,226.721507,108.191507,59.611507,122.611507,92.831507
40.581507,60.461507,46.431507,62.651507,205.781507,25.361507,63.961507,87.251507,1.331507,27.381507
96.821507,126.021507,99.601507,121.051507,109.661507,131.261507,67.741507,19.161507,96.061507,38.281507
237.441507,33.931507,131.261507,94.311507,53.761507,37.761507,119.111507,122.611507,69.471507,43.601507
33.871507,210.031507,36.871507,27.381507,33.931507,198.111507,103.851507,25.511507,66.901507,86.511507
94.711507,59.981507,71.631507,94.311507,94.051507,237.441507,119.111507,37.761507,43.601507,33.931507
14.931507,65.811507,26.731507,201.041507,52.051507,25.361507,37.761507,189.121507,84.011507,54.231507
103.851507,94.831507,19.161507,1.331507,121.051507,117.131507,142.451507,97.851507,132.491507,96.821507
87.251507,49.911507,108.371507,82.511507,91.501507,130.101507,108.191507,104.781507,118.941507,19.161507
96.061507,103.851507,96.821507,117.131507,38.281507,132.491507,126.021507,67.741507,109.661507,19.161507
107.941507,119.861507,108.371507,85.501507,96.111507,87.251507,118.941507,108.191507,1.331507,130.101507
26.731507,69.471507,1.331507,26.651507,16.851507,28.831507,211.391507,104.781507,61.831507,25.911507
43.601507,94.711507,53.761507,33.931507,119.111507,69.471507,94.051507,37.761507,122.611507,59.981507
87.251507,118.911507,49.911507,108.191507,19.161507,82.511507,107.941507,108.371507,91.501507,82.481507
51.511507,72.861507,168.441507,49.911507,67.741507,61.831507,89.331507,156.521507,86.511507,36.431507
82.481507,19.161507,96.111507,104.781507,1.331507,82.511507,87.251507,49.911507,25.931507,108.371507
67.741507,119.111507,168.441507,36.431507,86.511507,76.841507,1.331507,156.521507,61.831507,87.151507
82.511507,49.911507,104.781507,87.251507,118.911507,91.501507,96.111507,1.331507,108.191507,119.861507
82.511507,96.061507,65.811507,25.361507,26.731507,84.011507,1.331507,39.931507,51.411507,189.121507
1.331507,36.431507,189.121507,54.231507,59.111507,14.931507,37.761507,96.061507,41.741507,39.931507
51.411507,84.011507,36.431507,59.111507,25.361507,37.761507,41.741507,52.051507,39.931507,189.121507
107.941507,82.481507,85.501507,108.371507,96.111507,19.161507,130.101507,25.931507,87.251507,104.781507
211.391507,214.981507,202.721507,63.001507,189.121507,192.111507,1.331507,225.551507,193.861507,156.521507
25.931507,49.911507,1.331507,119.861507,108.191507,85.501507,108.371507,107.941507,96.111507,82.481507
107.941507,96.821507,236.711507,193.861507,225.551507,189.121507,192.111507,225.521507,189.091507,156.521507
97.851507,60.901507,204.031507,24.201507,29.361507,17.711507,27.201507,35.181507,41.741507,11.001507
94.711507,94.311507,84.011507,71.631507,94.051507,43.601507,59.981507,37.761507,225.521507,119.111507
35.181507,85.501507,29.361507,11.001507,27.201507,204.031507,17.711507,80.341507,97.851507,43.601507
118.911507,59.981507,119.111507,33.931507,94.051507,71.631507,94.311507,43.601507,225.521507,84.011507
1.331507,76.841507,24.201507,11.001507,204.031507,80.341507,60.901507,27.201507,51.781507,41.741507
69.471507,131.261507,118.911507,43.601507,225.521507,53.761507,59.981507,71.631507,94.711507,84.011507
97.851507,24.201507,1.331507,85.501507,192.111507,29.361507,76.841507,60.901507,80.341507,41.741507
131.261507,1.331507,33.931507,94.051507,94.311507,225.521507,118.911507,84.011507,71.631507,59.981507
11.001507,17.711507,97.851507,43.601507,27.201507,80.341507,24.201507,60.901507,1.331507,52.521507
131.261507,237.441507,37.761507,94.311507,53.761507,119.111507,71.631507,33.931507,122.611507,69.471507
204.031507,76.841507,11.001507,51.781507,60.901507,192.111507,80.341507,1.331507,29.361507,35.181507
33.931507,69.471507,122.611507,131.261507,37.761507,237.441507,119.111507,225.521507,71.631507,43.601507
192.111507,11.001507,43.601507,52.521507,76.841507,24.201507,80.341507,17.711507,27.201507,51.781507
94.711507,119.111507,43.601507,53.761507,118.911507,237.441507,94.051507,33.931507,1.331507,94.311507
26.731507,59.111507,82.511507,37.761507,41.741507,96.061507,189.121507,51.411507,65.811507,54.231507
189.091507,58.081507,201.011507,35.181507,65.811507,86.371507,1.331507,94.831507,25.511507,46.431507
107.941507,82.481507,82.511507,118.911507,87.251507,19.161507,49.911507,85.501507,118.941507,1.331507
52.521507,85.501507,43.601507,41.741507,76.841507,11.001507,35.181507,27.201507,204.031507,24.201507
62.651507,63.961507,60.461507,205.781507,40.581507,193.861507,46.431507,25.361507,17.711507,27.381507
35.181507,29.361507,52.521507,24.201507,17.711507,41.741507,97.851507,192.111507,43.601507,85.501507
28.831507,69.471507,36.871507,211.391507,1.331507,104.781507,26.651507,80.181507,65.331507,25.911507
97.851507,29.361507,35.181507,80.341507,60.901507,11.001507,27.201507,41.741507,192.111507,17.711507
41.431507,42.171507,53.531507,58.081507,96.111507,44.351507,39.031507,12.981507,50.031507,72.711507
60.901507,1.331507,52.521507,24.201507,43.601507,80.341507,85.501507,11.001507,204.031507,41.741507
1.331507,44.351507,108.371507,58.051507,89.331507,214.981507,226.901507,24.201507,120.721507,53.411507
41.741507,85.501507,24.201507,11.001507,51.781507,35.181507,52.521507,43.601507,60.901507,192.111507
25.511507,66.901507,210.031507,1.331507,90.011507,33.931507,51.411507,91.501507,27.381507,33.871507
69.471507,94.711507,71.631507,37.761507,94.051507,119.111507,43.601507,131.261507,59.981507,225.521507
82.481507,94.831507,104.411507,37.761507,85.631507,1.331507,46.431507,201.011507,35.181507,65.811507
37.761507,59.111507,41.741507,51.411507,201.041507,14.931507,39.931507,65.811507,84.011507,82.511507
122.611507,33.931507,53.761507,94.711507,84.011507,43.601507,37.761507,237.441507,119.111507,118.911507
205.781507,99.601507,12.981507,63.961507,27.381507,193.861507,44.181507,18.861507,60.461507,87.251507
225.521507,69.471507,94.051507,37.761507,1.331507,59.981507,119.111507,122.611507,33.931507,43.601507
39.931507,96.061507,84.011507,82.511507,59.111507,37.761507,52.051507,26.731507,51.411507,14.931507
71.631507,53.761507,94.711507,1.331507,94.311507,33.931507,119.111507,225.521507,237.441507,84.011507
201.041507,14.931507,39.931507,189.121507,82.511507,65.811507,41.741507,84.011507,25.361507,54.231507
122.611507,1.331507,226.721507,90.011507,80.341507,39.931507,59.611507,126.021507,65.331507,74.451507
119.111507,60.461507,76.841507,1.331507,59.611507,61.831507,50.031507,168.441507,89.331507,72.861507
97.711507,74.451507,48.581507,65.331507,90.011507,1.331507,39.931507,53.531507,92.831507,104.411507
76.841507,72.861507,168.441507,89.331507,86.511507,49.911507,67.741507,36.431507,156.521507,60.461507
131.261507,69.471507,1.331507,118.911507,225.521507,33.931507,237.441507,122.611507,43.601507,71.631507
132.491507,103.851507,1.331507,96.821507,99.601507,109.661507,117.131507,120.721507,142.451507,131.261507
121.051507,19.161507,96.821507,97.851507,94.831507,103.851507,1.331507,142.451507,117.131507,67.741507
59.111507,84.011507,52.051507,39.931507,201.041507,51.411507,82.511507,41.741507,26.731507,189.121507
94.311507,1.331507,94.051507,225.521507,33.931507,53.761507,237.441507,59.981507,131.261507,94.711507
65.811507,82.511507,52.051507,37.761507,14.931507,41.741507,26.731507,36.431507,25.361507,59.111507
14.931507,51.411507,39.931507,36.431507,96.061507,52.051507,65.811507,25.361507,59.111507,54.231507
25.361507,36.431507,39.931507,189.121507,26.731507,201.041507,1.331507,52.051507,96.061507,37.761507
51.781507,204.031507,43.601507,24.201507,80.341507,35.181507,52.521507,60.901507,97.851507,76.841507
94.051507,84.011507,43.601507,225.521507,69.471507,59.981507,1.331507,131.261507,94.311507,53.761507
27.201507,60.901507,24.201507,51.781507,35.181507,11.001507,85.501507,29.361507,1.331507,97.851507
25.361507,51.411507,39.931507,52.051507,36.431507,84.011507,41.741507,65.811507,201.041507,189.121507
130.101507,91.501507,108.371507,104.781507,118.941507,87.251507,49.911507,1.331507,85.501507,107.941507
84.011507,1.331507,37.761507,94.311507,33.931507,237.441507,94.711507,119.111507,69.471507,59.981507
87.151507,60.461507,59.611507,72.861507,61.831507,86.511507,156.521507,67.741507,119.111507,76.841507
36.431507,37.761507,84.011507,96.061507,189.121507,26.731507,65.811507,201.041507,82.511507,59.111507
39.031507,198.111507,103.851507,86.511507,27.381507,51.411507,25.511507,91.501507,33.871507,36.871507
41.741507,65.811507,189.121507,84.011507,59.111507,96.061507,1.331507,36.431507,26.731507,52.051507
39.031507,198.111507,25.511507,51.411507,61.451507,36.871507,1.331507,210.031507,86.511507,33.931507
54.231507,14.931507,96.061507,39.931507,59.111507,51.411507,84.011507,52.051507,1.331507,65.811507
27.381507,25.511507,86.511507,198.111507,1.331507,51.411507,210.031507,33.871507,33.931507,91.501507
1.331507,41.741507,52.051507,26.731507,201.041507,84.011507,39.931507,59.111507,14.931507,25.361507
122.611507,94.311507,43.601507,84.011507,119.111507,225.521507,69.471507,1.331507,94.051507,59.981507
105.501507,236.711507,87.151507,94.711507,248.631507,42.171507,26.651507,42.281507,62.191507,74.451507
131.261507,94.711507,43.601507,59.981507,122.611507,69.471507,84.011507,225.521507,118.911507,237.441507
42.171507,94.711507,52.521507,1.331507,86.371507,248.631507,74.451507,236.711507,27.201507,62.191507
118.911507,237.441507,94.051507,1.331507,71.631507,69.471507,33.931507,122.611507,43.601507,225.521507
37.761507,94.711507,122.611507,119.111507,71.631507,53.761507,33.931507,1.331507,69.471507,84.011507
94.311507,83.771507,51.511507,95.541507,66.901507,1.331507,144.461507,60.901507,80.181507,62.651507
72.861507,156.521507,67.741507,119.111507,168.441507,50.031507,76.841507,1.331507,59.611507,36.431507
74.451507,52.521507,87.151507,142.451507,42.281507,44.181507,236.711507,248.631507,1.331507,86.371507
94.051507,43.601507,122.611507,69.471507,84.011507,53.761507,71.631507,119.111507,225.521507,237.441507
51.511507,132.541507,72.711507,25.931507,105.501507,38.281507,95.541507,80.181507,97.711507,1.331507
82.511507,104.781507,107.941507,130.101507,87.251507,49.911507,82.481507,85.501507,108.191507,118.941507
59.611507,126.021507,65.331507,97.711507,1.331507,39.931507,108.191507,92.831507,48.581507,226.721507
37.761507,201.041507,96.061507,52.051507,65.811507,41.741507,84.011507,54.231507,39.931507,1.331507
237.441507,94.051507,71.631507,53.761507,94.711507,84.011507,94.311507,1.331507,33.931507,131.261507
49.911507,36.431507,86.511507,67.741507,60.461507,61.831507,76.841507,168.441507,89.331507,50.031507
130.101507,82.511507,118.911507,108.371507,82.481507,104.781507,96.111507,25.931507,1.331507,91.501507
59.981507,225.521507,94.311507,71.631507,94.051507,33.931507,94.711507,131.261507,237.441507,84.011507
1.331507,82.481507,118.941507,118.911507,87.251507,91.501507,96.111507,119.861507,49.911507,25.931507
61.831507,59.611507,49.911507,86.511507,156.521507,1.331507,51.511507,50.031507,76.841507,90.051507
118.911507,131.261507,225.521507,69.471507,94.711507,122.611507,37.761507,43.601507,237.441507,53.761507
37.761507,85.631507,61.051507,201.011507,35.181507,104.411507,86.371507,57.881507,82.481507,58.051507
59.611507,90.011507,122.611507,1.331507,214.801507,53.531507,126.021507,80.341507,97.711507,65.331507
132.491507,103.851507,19.161507,142.451507,38.281507,121.051507,94.831507,67.741507,120.721507,126.021507
89.331507,72.861507,86.511507,67.741507,51.511507,36.431507,59.611507,168.441507,60.461507,87.151507
61.051507,104.411507,201.011507,90.051507,58.051507,82.481507,85.631507,37.761507,57.881507,25.511507
94.311507,122.611507,1.331507,131.261507,237.441507,94.051507,94.711507,37.761507,84.011507,119.111507
94.831507,189.091507,58.051507,35.181507,86.371507,65.811507,37.761507,90.051507,57.881507,46.431507
118.911507,119.111507,53.761507,225.521507,37.761507,94.311507,69.471507,94.711507,84.011507,71.631507
201.041507,205.781507,204.031507,168.441507,63.001507,144.461507,119.861507,223.311507,248.631507,201.011507
94.711507,131.261507,33.931507,119.111507,43.601507,118.911507,53.761507,237.441507,37.761507,122.611507
1.331507,37.761507,69.471507,33.931507,53.761507,94.051507,119.111507,94.311507,43.601507,59.981507
37.761507,57.881507,94.831507,82.481507,65.811507,46.431507,189.091507,25.511507,58.051507,1.331507
58.081507,104.411507,37.761507,90.051507,82.481507,61.051507,85.631507,46.431507,57.881507,94.831507
131.261507,118.911507,122.611507,237.441507,1.331507,43.601507,33.931507,37.761507,59.981507,94.051507
35.181507,86.371507,85.631507,61.051507,58.051507,25.511507,1.331507,58.081507,37.761507,90.051507
1.331507,37.761507,53.761507,94.311507,43.601507,119.111507,225.521507,69.471507,33.931507,131.261507
46.431507,94.831507,201.011507,25.511507,61.051507,57.881507,86.371507,58.051507,37.761507,65.811507
214.801507,90.011507,80.341507,63.961507,48.581507,108.191507,126.021507,104.411507,65.331507,92.831507
46.431507,90.051507,189.091507,37.761507,201.011507,61.051507,57.881507,58.081507,65.811507,82.481507
19.161507,1.331507,94.831507,117.131507,99.601507,120.721507,97.851507,142.451507,126.021507,38.281507
202.721507,96.821507,107.941507,132.541507,214.981507,225.551507,189.121507,193.861507,192.111507,225.521507
118.941507,91.501507,107.941507,108.371507,85.501507,130.101507,119.861507,19.161507,25.931507,82.511507
86.511507,168.441507,36.431507,49.911507,87.151507,72.861507,156.521507,89.331507,90.051507,119.111507
132.541507,156.521507,192.111507,189.121507,189.091507,225.551507,214.981507,214.801507,202.721507,96.821507
94.831507,1.331507,85.631507,104.411507,82.481507,201.011507,37.761507,90.051507,57.881507,58.081507
54.231507,96.061507,25.361507,41.741507,59.111507,82.511507,26.731507,39.931507,37.761507,84.011507
94.831507,189.091507,61.051507,104.411507,82.481507,65.811507,86.371507,25.511507,37.761507,85.631507
201.041507,54.231507,82.511507,65.811507,14.931507,52.051507,1.331507,96.061507,51.411507,41.741507
91.501507,85.501507,118.941507,96.111507,25.931507,118.911507,1.331507,19.161507,108.191507,87.251507
237.441507,118.911507,71.631507,131.261507,94.051507,1.331507,94.711507,33.931507,225.521507,84.011507
108.191507,97.711507,63.961507,90.011507,226.721507,48.581507,53.531507,39.931507,214.801507,1.331507
91.501507,85.501507,82.511507,107.941507,108.191507,104.781507,1.331507,108.371507,119.861507,49.911507
60.461507,59.611507,119.111507,36.431507,156.521507,49.911507,61.831507,76.841507,86.511507,1.331507
94.311507,71.631507,69.471507,131.261507,1.331507,84.011507,119.111507,122.611507,225.521507,118.911507
38.281507,66.901507,25.931507,60.901507,95.541507,94.311507,144.461507,80.181507,1.331507,62.651507
33.931507,71.631507,237.441507,119.111507,53.761507,131.261507,94.711507,94.311507,122.611507,1.331507
118.941507,104.781507,130.101507,96.111507,19.161507,108.371507,107.941507,85.501507,82.481507,82.511507
104.781507,119.861507,82.511507,118.911507,118.941507,85.501507,49.911507,108.371507,82.481507,108.191507
156.521507,60.461507,36.431507,50.031507,1.331507,168.441507,76.841507,51.511507,89.331507,86.511507
97.851507,96.821507,67.741507,109.661507,126.021507,121.051507,99.601507,19.161507,131.261507,117.131507
84.011507,26.731507,52.051507,65.811507,96.061507,37.761507,189.121507,36.431507,51.411507,41.741507
1.331507,87.151507,49.911507,51.511507,36.431507,72.861507,76.841507,119.111507,89.331507,156.521507
126.021507,99.601507,121.051507,97.851507,96.061507,117.131507,142.451507,19.161507,131.261507,67.741507
67.741507,36.431507,50.031507,61.831507,76.841507,1.331507,49.911507,119.111507,72.861507,168.441507
1.331507,121.051507,126.021507,96.821507,19.161507,142.451507,109.661507,97.851507,38.281507,67.741507
65.811507,59.111507,14.931507,52.051507,51.411507,25.361507,189.121507,1.331507,96.061507,82.511507
72.861507,87.151507,86.511507,90.051507,76.841507,89.331507,49.911507,1.331507,59.611507,119.111507
38.281507,132.491507,1.331507,67.741507,96.821507,99.601507,121.051507,120.721507,19.161507,96.061507
131.261507,19.161507,142.451507,121.051507,1.331507,117.131507,99.601507,120.721507,126.021507,67.741507
85.501507,108.191507,49.911507,82.481507,130.101507,118.911507,119.861507,25.931507,104.781507,1.331507
131.261507,1.331507,59.981507,94.051507,118.911507,53.761507,84.011507,33.931507,69.471507,119.111507
192.111507,214.981507,63.001507,236.711507,189.091507,202.721507,1.331507,156.521507,96.821507,211.391507
189.121507,214.801507,107.941507,198.111507,236.711507,211.391507,1.331507,156.521507,225.521507,214.981507
119.111507,53.761507,237.441507,225.521507,94.311507,71.631507,33.931507,1.331507,131.261507,37.761507
39.931507,65.811507,84.011507,54.231507,14.931507,36.431507,82.511507,52.051507,51.411507,26.731507
121.051507,109.661507,94.831507,67.741507,96.061507,96.821507,120.721507,131.261507,103.851507,142.451507
132.541507,83.771507,94.311507,60.901507,72.711507,59.111507,80.181507,66.901507,57.881507,95.541507
14.931507,25.361507,37.761507,39.931507,65.811507,52.051507,82.511507,59.111507,26.731507,84.011507
1.331507,80.181507,132.541507,62.651507,25.931507,72.711507,51.511507,57.881507,60.901507,144.461507
1.331507,103.851507,142.451507,126.021507,96.061507,132.491507,121.051507,19.161507,94.831507,117.131507
38.281507,60.901507,80.181507,1.331507,51.511507,132.541507,57.881507,105.501507,83.771507,25.931507
126.021507,90.011507,92.831507,53.531507,59.611507,74.451507,97.711507,48.581507,108.191507,226.721507
38.281507,57.881507,59.111507,132.541507,105.501507,97.711507,51.511507,62.651507,83.771507,66.901507
51.511507,86.511507,119.111507,50.031507,49.911507,59.611507,1.331507,67.741507,168.441507,36.431507
131.261507,117.131507,96.061507,99.601507,67.741507,142.451507,94.831507,103.851507,97.851507,19.161507
156.521507,90.051507,36.431507,76.841507,51.511507,86.511507,89.331507,49.911507,119.111507,72.861507
118.941507,119.861507,118.911507,96.111507,130.101507,1.331507,85.501507,25.931507,87.251507,82.481507
37.761507,33.931507,94.311507,131.261507,225.521507,118.911507,237.441507,94.711507,84.011507,43.601507
214.981507,211.391507,202.721507,1.331507,193.861507,96.821507,192.111507,107.941507,63.001507,156.521507
71.631507,119.111507,43.601507,131.261507,237.441507,118.911507,53.761507,59.981507,33.931507,1.331507
49.911507,36.431507,51.511507,119.111507,60.461507,50.031507,67.741507,89.331507,72.861507,86.511507
38.281507,94.831507,103.851507,19.161507,120.721507,121.051507,132.491507,109.661507,99.601507,97.851507
84.011507,14.931507,65.811507,36.431507,51.411507,1.331507,96.061507,52.051507,82.511507,59.111507
85.631507,46.431507,37.761507,65.811507,61.051507,35.181507,86.371507,58.051507,94.831507,189.091507
104.781507,85.501507,108.191507,118.911507,49.911507,130.101507,118.941507,119.861507,91.501507,82.481507
189.091507,104.411507,201.011507,94.831507,82.481507,61.051507,58.051507,85.631507,90.051507,37.761507
99.601507,97.851507,131.261507,96.821507,96.061507,117.131507,94.831507,126.021507,103.851507,1.331507
42.281507,86.371507,42.171507,44.181507,52.521507,52.051507,236.711507,94.711507,87.151507,142.451507
214.641507,1.331507,44.351507,29.361507,71.631507,12.981507,109.661507,50.031507,42.171507,202.721507
43.441507,41.431507,225.551507,118.941507,48.581507,94.051507,85.631507,53.411507,37.761507,1.331507
1.331507,27.201507,61.451507,237.471507,85.631507,225.551507,53.411507,48.581507,51.781507,41.431507
72.711507,38.281507,59.111507,57.881507,51.511507,94.311507,144.461507,60.901507,66.901507,25.931507
94.311507,94.051507,118.911507,225.521507,119.111507,122.611507,131.261507,1.331507,84.011507,53.761507
94.311507,66.901507,72.711507,59.111507,25.931507,62.651507,105.501507,60.901507,95.541507,144.461507
122.611507,33.931507,119.111507,225.521507,53.761507,131.261507,118.911507,237.441507,69.471507,71.631507
97.711507,51.511507,66.901507,60.901507,83.771507,80.181507,94.311507,72.711507,59.111507,62.651507
119.111507,118.911507,94.711507,225.521507,94.311507,71.631507,59.981507,43.601507,33.931507,94.051507
109.661507,1.331507,142.451507,67.741507,19.161507,96.821507,38.281507,97.851507,94.831507,126.021507
