"wktt1","wktt2","wktt3","wktt4","wktt5","wktt6","wktt7","wktt8","wktt9","wktt10"
1.331507,85.501507,119.861507,19.161507,25.931507,130.101507,118.941507,91.501507,108.371507,118.911507
142.451507,1.331507,99.601507,96.821507,97.851507,96.061507,126.021507,117.131507,109.661507,19.161507
1.331507,25.931507,95.541507,62.651507,83.771507,72.711507,51.511507,60.901507,57.881507,97.711507
107.941507,49.911507,96.111507,108.371507,91.501507,118.941507,85.501507,82.481507,1.331507,104.781507
1.331507,99.601507,126.021507,96.821507,142.451507,121.051507,109.661507,96.061507,19.161507,131.261507
91.501507,104.781507,107.941507,85.501507,82.481507,130.101507,49.911507,19.161507,108.191507,118.941507
97.851507,1.331507,131.261507,96.821507,94.831507,96.061507,132.491507,120.721507,99.601507,19.161507
119.111507,60.461507,67.741507,156.521507,90.051507,168.441507,76.841507,49.911507,50.031507,87.151507
39.931507,82.511507,51.411507,41.741507,59.111507,96.061507,189.121507,14.931507,52.051507,37.761507
76.841507,49.911507,87.151507,60.461507,51.511507,36.431507,86.511507,67.741507,59.611507,119.111507
237.471507,201.041507,205.781507,237.441507,223.311507,63.001507,168.441507,214.641507,121.051507,226.901507
87.151507,60.461507,168.441507,59.611507,36.431507,61.831507,156.521507,72.861507,86.511507,76.841507
201.041507,65.811507,59.111507,26.731507,41.741507,14.931507,96.061507,37.761507,1.331507,25.361507
51.511507,119.111507,168.441507,49.911507,86.511507,156.521507,59.611507,36.431507,1.331507,50.031507
52.051507,96.061507,26.731507,84.011507,54.231507,37.761507,25.361507,14.931507,51.411507,82.511507
72.861507,59.611507,89.331507,86.511507,49.911507,1.331507,51.511507,156.521507,67.741507,50.031507
66.901507,144.461507,94.311507,25.931507,105.501507,95.541507,57.881507,1.331507,80.181507,59.111507
61.831507,87.151507,49.911507,59.611507,72.861507,89.331507,50.031507,168.441507,1.331507,86.511507
60.461507,49.911507,119.111507,59.611507,76.841507,36.431507,67.741507,168.441507,89.331507,86.511507
118.911507,25.931507,1.331507,107.941507,96.111507,91.501507,87.251507,108.371507,49.911507,82.481507
19.161507,38.281507,117.131507,121.051507,142.451507,1.331507,94.831507,97.851507,99.601507,103.851507
130.101507,119.861507,108.371507,82.511507,25.931507,96.111507,107.941507,49.911507,91.501507,82.481507
60.461507,89.331507,67.741507,72.861507,76.841507,86.511507,168.441507,119.111507,50.031507,1.331507
74.451507,39.931507,48.581507,214.801507,59.611507,53.531507,122.611507,92.831507,90.011507,226.721507
60.461507,119.111507,50.031507,49.911507,61.831507,72.861507,89.331507,59.611507,76.841507,90.051507
11.001507,66.901507,198.111507,27.381507,62.191507,103.851507,25.511507,90.011507,36.871507,210.031507
59.611507,90.011507,80.341507,226.721507,92.831507,74.451507,104.411507,48.581507,65.331507,126.021507
19.161507,118.941507,107.941507,49.911507,104.781507,1.331507,25.931507,108.191507,119.861507,91.501507
82.481507,108.191507,25.931507,104.781507,1.331507,19.161507,118.911507,82.511507,107.941507,96.111507
65.331507,104.411507,108.191507,92.831507,63.961507,74.451507,226.721507,122.611507,59.611507,53.531507
130.101507,19.161507,107.941507,108.371507,96.111507,82.481507,85.501507,119.861507,108.191507,118.911507
51.511507,61.831507,86.511507,90.051507,89.331507,1.331507,67.741507,50.031507,76.841507,60.461507
53.531507,50.031507,58.081507,42.171507,214.641507,202.721507,96.111507,44.351507,39.031507,16.851507
83.771507,132.541507,59.111507,94.311507,80.181507,72.711507,144.461507,66.901507,25.931507,62.651507
117.131507,126.021507,96.821507,67.741507,99.601507,94.831507,1.331507,96.061507,97.851507,19.161507
59.981507,43.441507,25.361507,17.711507,60.461507,46.431507,12.981507,27.381507,205.781507,63.961507
84.011507,1.331507,69.471507,237.441507,131.261507,94.311507,94.711507,118.911507,53.761507,37.761507
82.511507,85.501507,118.911507,49.911507,104.781507,118.941507,130.101507,19.161507,119.861507,82.481507
132.491507,142.451507,103.851507,120.721507,121.051507,1.331507,38.281507,94.831507,131.261507,126.021507
118.911507,91.501507,82.481507,130.101507,25.931507,107.941507,118.941507,104.781507,108.371507,85.501507
103.851507,97.851507,67.741507,117.131507,19.161507,142.451507,1.331507,126.021507,96.061507,94.831507
119.861507,87.251507,1.331507,108.371507,19.161507,130.101507,118.941507,108.191507,91.501507,49.911507
117.131507,142.451507,97.851507,132.491507,94.831507,126.021507,96.821507,109.661507,19.161507,96.061507
117.131507,120.721507,142.451507,94.831507,126.021507,132.491507,38.281507,96.061507,97.851507,67.741507
108.191507,1.331507,107.941507,82.481507,49.911507,25.931507,108.371507,96.111507,130.101507,118.911507
85.501507,107.941507,119.861507,108.371507,96.111507,82.511507,118.911507,1.331507,82.481507,130.101507
63.001507,1.331507,214.981507,198.111507,193.861507,189.121507,214.801507,202.721507,236.711507,225.521507
52.051507,201.041507,59.111507,25.361507,96.061507,54.231507,26.731507,1.331507,36.431507,84.011507
108.371507,85.501507,119.861507,118.911507,118.941507,25.931507,49.911507,91.501507,87.251507,82.481507
132.541507,1.331507,189.091507,63.001507,156.521507,225.521507,214.801507,202.721507,225.551507,211.391507
61.831507,87.151507,76.841507,90.051507,50.031507,49.911507,51.511507,168.441507,156.521507,67.741507
103.851507,19.161507,121.051507,109.661507,96.061507,126.021507,67.741507,117.131507,132.491507,94.831507
168.441507,59.611507,89.331507,76.841507,36.431507,156.521507,90.051507,51.511507,60.461507,67.741507
132.491507,142.451507,117.131507,94.831507,109.661507,1.331507,99.601507,38.281507,131.261507,121.051507
119.111507,1.331507,76.841507,87.151507,36.431507,168.441507,51.511507,61.831507,156.521507,67.741507
121.051507,126.021507,94.831507,109.661507,103.851507,96.821507,132.491507,97.851507,131.261507,38.281507
72.861507,90.051507,51.511507,50.031507,87.151507,168.441507,67.741507,61.831507,76.841507,156.521507
19.161507,121.051507,38.281507,96.821507,97.851507,117.131507,94.831507,131.261507,132.491507,126.021507
119.111507,51.511507,76.841507,87.151507,1.331507,60.461507,59.611507,72.861507,36.431507,86.511507
19.161507,103.851507,67.741507,96.061507,121.051507,109.661507,131.261507,120.721507,96.821507,117.131507
1.331507,51.511507,90.051507,50.031507,168.441507,67.741507,89.331507,72.861507,60.461507,61.831507
109.661507,1.331507,120.721507,142.451507,126.021507,96.061507,94.831507,38.281507,99.601507,103.851507
237.471507,237.441507,121.051507,201.041507,144.461507,119.861507,168.441507,201.011507,226.721507,226.901507
33.931507,1.331507,225.521507,84.011507,37.761507,131.261507,94.711507,118.911507,94.051507,71.631507
25.361507,59.111507,1.331507,82.511507,14.931507,51.411507,26.731507,41.741507,65.811507,96.061507
1.331507,131.261507,43.601507,53.761507,84.011507,59.981507,119.111507,71.631507,94.311507,237.441507
19.161507,25.931507,119.861507,118.941507,118.911507,1.331507,108.191507,96.111507,104.781507,87.251507
108.191507,1.331507,104.781507,91.501507,82.481507,107.941507,96.111507,85.501507,82.511507,108.371507
87.151507,51.511507,59.611507,76.841507,89.331507,60.461507,1.331507,49.911507,50.031507,86.511507
104.781507,130.101507,107.941507,85.501507,118.911507,19.161507,108.371507,108.191507,49.911507,25.931507
60.901507,72.711507,80.181507,25.931507,105.501507,132.541507,94.311507,83.771507,38.281507,95.541507
72.861507,49.911507,67.741507,60.461507,86.511507,59.611507,89.331507,90.051507,168.441507,51.511507
82.481507,85.501507,91.501507,108.191507,118.941507,118.911507,82.511507,49.911507,107.941507,19.161507
36.431507,1.331507,51.511507,76.841507,61.831507,49.911507,87.151507,89.331507,72.861507,86.511507
104.781507,82.511507,19.161507,1.331507,85.501507,25.931507,118.941507,87.251507,96.111507,130.101507
108.191507,130.101507,91.501507,85.501507,104.781507,87.251507,1.331507,108.371507,25.931507,107.941507
27.201507,52.521507,87.151507,26.651507,105.501507,62.191507,94.711507,1.331507,86.371507,130.101507
28.831507,25.911507,223.311507,16.851507,26.651507,104.781507,80.181507,117.131507,69.471507,65.331507
248.631507,86.371507,236.711507,130.101507,74.451507,44.181507,62.191507,87.151507,1.331507,42.171507
87.151507,130.101507,26.651507,27.201507,42.281507,142.451507,94.711507,248.631507,105.501507,236.711507
36.431507,37.761507,25.361507,54.231507,82.511507,84.011507,41.741507,51.411507,201.041507,65.811507
35.181507,201.011507,58.051507,57.881507,25.511507,1.331507,46.431507,37.761507,189.091507,104.411507
46.431507,1.331507,99.601507,43.441507,17.711507,60.461507,205.781507,59.981507,27.381507,62.651507
52.051507,36.431507,82.511507,39.931507,41.741507,14.931507,37.761507,84.011507,59.111507,26.731507
19.161507,96.821507,97.851507,38.281507,132.491507,67.741507,99.601507,126.021507,121.051507,96.061507
83.771507,1.331507,108.371507,33.871507,53.761507,89.331507,120.721507,42.281507,44.351507,54.231507
119.111507,118.911507,43.601507,53.761507,37.761507,94.311507,84.011507,94.051507,69.471507,225.521507
156.521507,90.051507,86.511507,61.831507,72.861507,60.461507,89.331507,119.111507,76.841507,1.331507
51.511507,83.771507,66.901507,72.711507,80.181507,25.931507,59.111507,60.901507,144.461507,105.501507
156.521507,49.911507,1.331507,61.831507,86.511507,89.331507,50.031507,51.511507,76.841507,119.111507
142.451507,62.191507,248.631507,44.181507,52.521507,236.711507,130.101507,74.451507,42.281507,26.651507
36.871507,28.831507,104.781507,61.051507,16.851507,26.731507,80.181507,61.831507,223.311507,65.331507
37.761507,25.511507,104.411507,85.631507,201.011507,82.481507,46.431507,61.051507,58.081507,90.051507
90.051507,25.511507,58.051507,85.631507,46.431507,189.091507,201.011507,57.881507,37.761507,94.831507
118.911507,104.781507,119.861507,19.161507,130.101507,108.371507,25.931507,1.331507,85.501507,49.911507
97.851507,126.021507,96.821507,1.331507,94.831507,99.601507,117.131507,121.051507,131.261507,142.451507
104.781507,82.481507,91.501507,49.911507,82.511507,96.111507,85.501507,130.101507,118.911507,108.191507
67.741507,126.021507,97.851507,38.281507,103.851507,132.491507,131.261507,96.061507,142.451507,96.821507
74.451507,104.411507,108.191507,92.831507,214.801507,59.611507,1.331507,90.011507,126.021507,65.331507
119.111507,237.441507,84.011507,69.471507,43.601507,225.521507,94.311507,37.761507,33.931507,94.711507
202.721507,63.001507,225.551507,189.121507,107.941507,236.711507,211.391507,189.091507,225.521507,192.111507
90.051507,86.371507,57.881507,1.331507,37.761507,58.081507,201.011507,46.431507,104.411507,94.831507
94.711507,119.111507,84.011507,122.611507,1.331507,43.601507,33.931507,131.261507,94.051507,37.761507
69.471507,94.311507,84.011507,1.331507,94.711507,53.761507,33.931507,118.911507,37.761507,131.261507
1.331507,214.981507,192.111507,156.521507,202.721507,236.711507,132.541507,189.121507,211.391507,225.551507
103.851507,67.741507,19.161507,96.061507,121.051507,1.331507,96.821507,38.281507,131.261507,142.451507
225.521507,193.861507,156.521507,198.111507,107.941507,214.801507,189.121507,225.551507,214.981507,96.821507
49.911507,107.941507,104.781507,82.511507,82.481507,87.251507,108.371507,1.331507,108.191507,19.161507
126.021507,131.261507,19.161507,132.491507,1.331507,109.661507,38.281507,94.831507,96.821507,103.851507
85.501507,96.111507,108.191507,25.931507,49.911507,1.331507,108.371507,107.941507,104.781507,118.911507
118.911507,69.471507,43.601507,131.261507,53.761507,1.331507,33.931507,237.441507,59.981507,94.051507
118.911507,33.931507,84.011507,1.331507,119.111507,225.521507,71.631507,53.761507,59.981507,37.761507
87.251507,104.781507,118.941507,82.481507,85.501507,107.941507,25.931507,96.111507,119.861507,130.101507
60.461507,51.511507,156.521507,59.611507,87.151507,50.031507,89.331507,72.861507,86.511507,119.111507
92.831507,126.021507,1.331507,65.331507,90.011507,74.451507,63.961507,108.191507,214.801507,122.611507
39.031507,11.001507,27.381507,91.501507,66.901507,103.851507,33.871507,62.191507,198.111507,90.011507
1.331507,25.931507,118.911507,104.781507,118.941507,130.101507,82.511507,19.161507,49.911507,107.941507
119.861507,108.191507,107.941507,19.161507,25.931507,49.911507,96.111507,1.331507,108.371507,82.511507
189.091507,61.051507,65.811507,94.831507,82.481507,1.331507,35.181507,58.081507,46.431507,201.011507
91.501507,49.911507,108.371507,85.501507,118.941507,107.941507,82.511507,108.191507,1.331507,19.161507
119.111507,90.051507,156.521507,86.511507,67.741507,36.431507,87.151507,60.461507,59.611507,1.331507
50.031507,89.331507,60.461507,61.831507,72.861507,87.151507,119.111507,86.511507,36.431507,49.911507
61.831507,76.841507,72.861507,168.441507,1.331507,89.331507,90.051507,156.521507,119.111507,67.741507
1.331507,192.111507,214.981507,211.391507,189.091507,225.521507,132.541507,63.001507,225.551507,198.111507
36.431507,14.931507,54.231507,1.331507,52.051507,59.111507,65.811507,25.361507,189.121507,82.511507
46.431507,12.981507,25.361507,27.381507,43.441507,63.961507,18.861507,60.461507,193.861507,205.781507
25.361507,60.461507,43.441507,1.331507,12.981507,44.181507,99.601507,62.651507,40.581507,59.981507
59.611507,214.801507,53.531507,1.331507,108.191507,122.611507,126.021507,48.581507,226.721507,80.341507
44.181507,18.861507,59.981507,43.441507,27.381507,12.981507,87.251507,63.961507,60.461507,99.601507
226.721507,80.341507,48.581507,63.961507,97.711507,59.611507,92.831507,108.191507,126.021507,65.331507
225.521507,94.711507,84.011507,53.761507,118.911507,71.631507,94.311507,131.261507,119.111507,69.471507
225.521507,37.761507,71.631507,94.051507,131.261507,237.441507,122.611507,53.761507,118.911507,94.711507
33.931507,1.331507,119.111507,225.521507,53.761507,94.711507,237.441507,43.601507,122.611507,94.051507
225.551507,41.431507,61.451507,72.861507,118.941507,1.331507,132.491507,51.781507,53.411507,48.581507
211.391507,104.781507,69.471507,61.051507,27.201507,26.651507,16.851507,223.311507,80.181507,117.131507
48.581507,94.051507,95.541507,1.331507,61.451507,53.411507,225.551507,72.861507,37.761507,85.631507
25.911507,104.781507,223.311507,211.391507,27.201507,26.651507,65.331507,18.861507,61.831507,16.851507
26.651507,104.781507,117.131507,18.861507,28.831507,27.201507,61.831507,211.391507,223.311507,1.331507
94.051507,53.411507,37.761507,48.581507,237.471507,41.431507,61.451507,72.861507,25.911507,1.331507
80.181507,1.331507,211.391507,25.911507,223.311507,28.831507,61.051507,18.861507,26.651507,16.851507
85.631507,94.051507,41.431507,53.411507,48.581507,132.491507,37.761507,61.451507,25.911507,95.541507
1.331507,211.391507,117.131507,104.781507,61.831507,28.831507,223.311507,26.651507,27.201507,36.871507
237.471507,27.201507,85.631507,118.941507,1.331507,61.451507,225.551507,53.411507,94.051507,132.491507
117.131507,16.851507,223.311507,25.911507,61.831507,28.831507,26.731507,211.391507,27.201507,80.181507
43.441507,99.601507,18.861507,60.461507,12.981507,40.581507,87.251507,63.961507,27.381507,17.711507
38.281507,132.541507,80.181507,51.511507,95.541507,57.881507,144.461507,66.901507,105.501507,62.651507
193.861507,198.111507,156.521507,107.941507,214.801507,96.821507,225.521507,189.121507,63.001507,132.541507
72.861507,118.941507,43.441507,237.471507,61.451507,1.331507,225.551507,94.051507,37.761507,48.581507
52.051507,65.811507,14.931507,26.731507,25.361507,82.511507,37.761507,51.411507,84.011507,189.121507
225.521507,122.611507,94.051507,84.011507,94.711507,1.331507,119.111507,43.601507,94.311507,37.761507
74.451507,248.631507,26.651507,130.101507,87.151507,62.191507,142.451507,52.051507,52.521507,42.281507
1.331507,104.411507,108.191507,90.011507,126.021507,59.611507,53.531507,122.611507,39.931507,92.831507
99.601507,63.961507,62.651507,87.251507,60.461507,59.981507,44.181507,17.711507,25.361507,18.861507
25.361507,189.121507,1.331507,82.511507,84.011507,54.231507,41.741507,39.931507,37.761507,59.111507
71.631507,96.111507,39.031507,58.081507,41.431507,202.721507,53.531507,16.851507,42.171507,12.981507
40.581507,205.781507,17.711507,63.961507,1.331507,193.861507,59.981507,99.601507,87.251507,62.651507
132.541507,198.111507,225.551507,63.001507,202.721507,96.821507,189.091507,1.331507,156.521507,214.981507
119.861507,214.641507,121.051507,1.331507,144.461507,226.721507,237.471507,63.001507,210.031507,201.041507
60.901507,1.331507,62.651507,105.501507,144.461507,94.311507,25.931507,59.111507,97.711507,66.901507
189.121507,82.511507,84.011507,65.811507,54.231507,59.111507,51.411507,39.931507,14.931507,37.761507
69.471507,43.601507,94.711507,118.911507,94.051507,59.981507,33.931507,37.761507,94.311507,225.521507
37.761507,201.041507,26.731507,1.331507,82.511507,41.741507,25.361507,39.931507,52.051507,54.231507
33.871507,27.381507,91.501507,66.901507,210.031507,86.511507,1.331507,103.851507,11.001507,51.411507
1.331507,59.981507,99.601507,44.181507,46.431507,60.461507,63.961507,27.381507,25.361507,87.251507
59.981507,37.761507,94.051507,122.611507,33.931507,43.601507,84.011507,118.911507,69.471507,1.331507
205.781507,43.441507,40.581507,193.861507,12.981507,1.331507,59.981507,46.431507,62.651507,99.601507
1.331507,210.031507,36.871507,39.031507,27.381507,51.411507,61.451507,90.011507,198.111507,33.871507
36.431507,37.761507,201.041507,189.121507,65.811507,54.231507,1.331507,39.931507,82.511507,51.411507
236.711507,189.091507,1.331507,189.121507,96.821507,63.001507,225.521507,132.541507,107.941507,192.111507
51.411507,1.331507,36.871507,39.031507,11.001507,91.501507,61.451507,210.031507,25.511507,103.851507
28.831507,1.331507,226.901507,40.581507,42.281507,108.371507,120.721507,83.771507,89.331507,33.871507
1.331507,62.191507,52.521507,105.501507,42.171507,130.101507,142.451507,27.201507,94.711507,26.651507
131.261507,43.601507,71.631507,94.051507,53.761507,122.611507,69.471507,237.441507,94.711507,225.521507
54.231507,41.741507,1.331507,39.931507,36.431507,51.411507,96.061507,201.041507,189.121507,25.361507
72.861507,61.831507,90.051507,49.911507,156.521507,119.111507,59.611507,168.441507,76.841507,86.511507
49.911507,107.941507,82.511507,119.861507,19.161507,130.101507,104.781507,108.371507,25.931507,91.501507
144.461507,94.311507,80.181507,66.901507,25.931507,59.111507,60.901507,38.281507,51.511507,57.881507
71.631507,84.011507,237.441507,131.261507,94.051507,1.331507,43.601507,118.911507,119.111507,94.711507
118.941507,72.861507,43.441507,53.411507,237.471507,85.631507,225.551507,25.911507,94.051507,37.761507
92.831507,28.831507,58.051507,89.331507,53.411507,120.721507,1.331507,53.761507,54.231507,42.281507
94.711507,69.471507,84.011507,237.441507,1.331507,225.521507,37.761507,43.601507,59.981507,119.111507
131.261507,118.911507,237.441507,69.471507,84.011507,71.631507,1.331507,59.981507,122.611507,94.051507
104.411507,189.091507,61.051507,86.371507,201.011507,57.881507,58.051507,90.051507,58.081507,65.811507
59.981507,84.011507,131.261507,37.761507,43.601507,1.331507,69.471507,237.441507,225.521507,94.311507
90.051507,86.371507,104.411507,65.811507,1.331507,58.081507,82.481507,57.881507,37.761507,94.831507
198.111507,210.031507,86.511507,11.001507,33.871507,39.031507,1.331507,91.501507,61.451507,25.511507
43.601507,225.521507,69.471507,71.631507,37.761507,94.711507,119.111507,237.441507,53.761507,33.931507
210.031507,33.871507,33.931507,62.191507,90.011507,103.851507,61.451507,51.411507,11.001507,25.511507
14.931507,41.741507,25.361507,59.111507,52.051507,36.431507,51.411507,84.011507,96.061507,26.731507
18.861507,87.251507,99.601507,44.181507,59.981507,17.711507,43.441507,1.331507,193.861507,46.431507
17.711507,193.861507,40.581507,27.381507,62.651507,1.331507,63.961507,99.601507,44.181507,60.461507
59.981507,225.521507,94.711507,43.601507,37.761507,53.761507,118.911507,33.931507,237.441507,122.611507
61.051507,117.131507,80.181507,26.731507,104.781507,26.651507,65.331507,27.201507,69.471507,18.861507
122.611507,225.521507,94.311507,118.911507,59.981507,94.711507,237.441507,119.111507,94.051507,69.471507
121.051507,142.451507,117.131507,96.061507,99.601507,38.281507,96.821507,126.021507,131.261507,67.741507
122.611507,1.331507,94.311507,94.051507,225.521507,33.931507,84.011507,37.761507,69.471507,94.711507
52.051507,201.041507,26.731507,1.331507,14.931507,59.111507,82.511507,54.231507,189.121507,36.431507
18.861507,104.781507,16.851507,26.731507,80.181507,1.331507,27.201507,211.391507,61.831507,28.831507
59.111507,54.231507,189.121507,26.731507,41.741507,14.931507,201.041507,51.411507,65.811507,96.061507
27.201507,36.871507,25.911507,211.391507,18.861507,80.181507,26.731507,69.471507,223.311507,16.851507
94.051507,71.631507,94.711507,53.761507,69.471507,131.261507,122.611507,1.331507,225.521507,237.441507
17.711507,59.981507,43.441507,205.781507,87.251507,25.361507,99.601507,63.961507,40.581507,62.651507
26.731507,14.931507,1.331507,25.361507,84.011507,39.931507,54.231507,65.811507,52.051507,59.111507
17.711507,25.361507,63.961507,87.251507,99.601507,205.781507,12.981507,62.651507,27.381507,46.431507
94.711507,122.611507,1.331507,53.761507,43.601507,37.761507,131.261507,94.311507,84.011507,119.111507
51.411507,210.031507,62.191507,1.331507,33.871507,103.851507,198.111507,11.001507,61.451507,33.931507
65.811507,94.831507,90.051507,46.431507,189.091507,86.371507,201.011507,61.051507,58.051507,1.331507
57.881507,132.541507,144.461507,95.541507,62.651507,80.181507,94.311507,38.281507,1.331507,60.901507
86.371507,37.761507,46.431507,58.081507,189.091507,65.811507,85.631507,90.051507,1.331507,35.181507
83.771507,95.541507,38.281507,105.501507,51.511507,66.901507,59.111507,132.541507,1.331507,62.651507
82.481507,58.051507,57.881507,37.761507,201.011507,58.081507,94.831507,1.331507,25.511507,189.091507
57.881507,80.181507,94.311507,132.541507,38.281507,144.461507,59.111507,72.711507,97.711507,62.651507
36.431507,59.611507,67.741507,51.511507,168.441507,50.031507,60.461507,87.151507,61.831507,86.511507
156.521507,51.511507,89.331507,87.151507,119.111507,72.861507,168.441507,59.611507,36.431507,1.331507
131.261507,1.331507,109.661507,120.721507,126.021507,97.851507,19.161507,142.451507,96.061507,99.601507
119.861507,82.511507,82.481507,96.111507,87.251507,25.931507,118.941507,107.941507,130.101507,19.161507
38.281507,94.831507,131.261507,117.131507,96.821507,120.721507,19.161507,96.061507,1.331507,132.491507
96.111507,19.161507,107.941507,82.511507,118.911507,108.191507,25.931507,119.861507,130.101507,108.371507
